id_pengajuan,tanggal_pengajuan,kota,sektor,omzet_bulanan_juta,lama_usaha_bulan,jumlah_karyawan,pinjaman_diajukan_juta,riwayat_telat_12m,punya_npwp,skor_kredit,status
K-0246,2025-04-14,Jakarta,Kerajinan,21.5,87.0,3.0,13.3,0.0,Tidak,702.0,Lancar
K-0247,2024-09-28,Yogyakarta,Fashion,22.5,49.0,5.0,12.3,3.0,Ya,547.0,Macet
K-0248,2026-01-09,Surabaya,Kuliner,5.9,60.0,5.0,4.4,2.0,Tidak,419.0,Macet
K-0249,2026-06-08,Bandung,Kuliner,46.5,164.0,7.0,17.8,3.0,Ya,568.0,Lancar
K-0250,2025-07-06,Surabaya,Pertanian,11.1,121.0,7.0,3.1,1.0,Ya,671.0,Lancar
K-0251,2025-01-22,Jakarta,Jasa,50.9,111.0,2.0,37.5,2.0,Ya,539.0,Lancar
K-0252,2026-05-05,Jakarta,Pertanian,13.7,174.0,3.0,10.4,2.0,Ya,586.0,Lancar
K-0253,2025-07-19,Yogyakarta,Pertanian,23.1,66.0,4.0,22.8,3.0,Ya,540.0,Macet
K-0254,2025-01-08,Yogyakarta,Retail,91.0,51.0,1.0,31.7,4.0,Ya,415.0,Lancar
K-0255,2025-10-11,Bandung,Fashion,27.6,159.0,2.0,9.3,2.0,Tidak,597.0,Lancar
K-0256,2024-09-19,Yogyakarta,Retail,21.8,107.0,2.0,21.0,2.0,Ya,595.0,Lancar
K-0257,2025-12-27,Jakarta,Kuliner,14.7,152.0,6.0,14.2,2.0,Ya,524.0,Lancar
K-0258,2025-09-27,Bandung,Fashion,38.1,26.0,4.0,24.0,2.0,Ya,701.0,Lancar
K-0259,2025-05-26,Medan,Retail,29.5,59.0,2.0,13.1,4.0,Ya,414.0,Lancar
K-0260,2024-09-19,Yogyakarta,Kerajinan,10.6,165.0,2.0,5.9,4.0,Ya,442.0,Lancar
K-0261,2024-08-10,Jakarta,Kerajinan,100.4,93.0,3.0,103.9,3.0,Tidak,484.0,Macet
K-0262,2025-12-13,Yogyakarta,Pertanian,24.8,126.0,2.0,14.6,3.0,Ya,491.0,Lancar
K-0263,2026-05-15,Jakarta,Jasa,28.3,122.0,3.0,26.4,1.0,Ya,560.0,Lancar
K-0264,2025-02-08,Bandung,Kuliner,25.5,100.0,8.0,12.0,4.0,Ya,491.0,Lancar
K-0265,2026-04-29,Yogyakarta,Retail,22.0,16.0,5.0,13.1,2.0,Tidak,605.0,Macet
K-0266,2025-07-01,Bandung,Kuliner,44.7,17.0,8.0,17.2,0.0,Ya,606.0,Lancar
K-0267,2025-06-04,Surabaya,Kuliner,34.9,165.0,6.0,10.9,2.0,Ya,517.0,Lancar
K-0268,2025-08-14,Makassar,Pertanian,34.1,77.0,6.0,20.7,1.0,Ya,649.0,Lancar
K-0269,2026-04-15,Bandung,Kerajinan,28.1,104.0,4.0,20.1,0.0,Ya,612.0,Lancar
K-0270,2025-11-15,Medan,Retail,51.4,79.0,4.0,33.1,4.0,Tidak,488.0,Lancar
K-0271,2024-08-16,Surabaya,Jasa,49.4,171.0,4.0,29.2,5.0,Tidak,407.0,Macet
K-0272,2025-01-31,Surabaya,Pertanian,40.6,9.0,1.0,12.6,4.0,Ya,617.0,Macet
K-0273,2026-02-22,Surabaya,Pertanian,22.9,115.0,8.0,19.6,1.0,Tidak,557.0,Lancar
K-0274,2025-09-23,Surabaya,Kerajinan,44.7,167.0,2.0,16.7,2.0,Tidak,571.0,Lancar
K-0275,2025-11-14,Jakarta,Jasa,17.2,39.0,5.0,7.9,3.0,Tidak,457.0,Lancar
K-0276,2024-10-25,Yogyakarta,Kuliner,22.6,63.0,2.0,8.4,1.0,Tidak,588.0,Macet
K-0277,2026-01-05,Jakarta,Kerajinan,54.9,39.0,1.0,21.5,3.0,Ya,627.0,Lancar
K-0278,2026-02-15,Surabaya,Jasa,25.1,126.0,7.0,8.3,2.0,Ya,581.0,Lancar
K-0279,2025-08-17,Yogyakarta,Pertanian,11.1,143.0,2.0,6.5,2.0,Tidak,577.0,Lancar
K-0280,2024-08-19,Jakarta,Kuliner,50.5,158.0,6.0,14.9,0.0,Ya,724.0,Lancar
K-0281,2026-01-06,Jakarta,Kuliner,31.4,15.0,4.0,30.5,1.0,Ya,581.0,Lancar
K-0282,2024-06-06,Jakarta,Fashion,18.7,144.0,1.0,18.8,2.0,Ya,611.0,Lancar
K-0283,2026-01-24,Bandung,Jasa,25.5,153.0,7.0,7.9,4.0,Ya,349.0,Lancar
K-0284,2025-07-05,Surabaya,Pertanian,22.6,50.0,4.0,16.1,3.0,Ya,488.0,Macet
K-0285,2025-02-18,Bandung,Fashion,40.8,155.0,4.0,39.7,3.0,Ya,581.0,Lancar
K-0286,2024-08-24,Medan,Jasa,90.6,120.0,8.0,92.4,3.0,Ya,473.0,Lancar
K-0287,2025-12-05,Jakarta,Retail,53.5,96.0,6.0,20.7,4.0,Ya,487.0,Lancar
K-0288,2025-08-12,Medan,Fashion,43.3,146.0,6.0,44.6,4.0,Ya,368.0,Macet
K-0289,2024-06-15,Bandung,Kuliner,21.5,174.0,5.0,21.5,2.0,Ya,576.0,Lancar
K-0290,2025-02-04,Yogyakarta,Retail,11.3,9.0,4.0,11.1,2.0,Tidak,497.0,Macet
K-0291,2024-06-14,Jakarta,Fashion,12.1,74.0,7.0,6.2,1.0,Tidak,694.0,Lancar
K-0292,2025-09-26,Bandung,Jasa,15.8,124.0,8.0,9.8,4.0,Tidak,322.0,Macet
K-0293,2025-12-26,Surabaya,Pertanian,66.2,82.0,4.0,53.4,2.0,Ya,562.0,Macet
K-0294,2025-10-01,Jakarta,Pertanian,22.2,115.0,6.0,15.5,3.0,Ya,496.0,Lancar
K-0295,2024-06-06,Jakarta,Kuliner,33.0,28.0,8.0,34.4,3.0,Tidak,442.0,Macet
K-0296,2024-08-10,Makassar,Kuliner,19.8,31.0,4.0,8.3,2.0,Ya,624.0,Lancar
K-0297,2026-01-14,Jakarta,Jasa,17.0,120.0,5.0,10.4,4.0,Ya,407.0,Lancar
K-0298,2025-07-25,Bandung,Kerajinan,18.7,147.0,6.0,7.8,1.0,Tidak,577.0,Lancar
K-0299,2024-06-21,Bandung,Pertanian,42.1,138.0,6.0,30.8,1.0,Ya,658.0,Lancar
K-0300,2025-06-07,Jakarta,Kerajinan,14.5,152.0,3.0,9.2,1.0,Tidak,561.0,Lancar
K-0301,2025-01-13,Surabaya,Pertanian,24.0,50.0,2.0,7.7,1.0,Ya,660.0,Lancar
K-0302,2025-07-18,Jakarta,Kerajinan,13.1,133.0,2.0,13.6,3.0,Ya,433.0,Lancar
K-0303,2025-07-18,Yogyakarta,Retail,25.7,107.0,2.0,23.2,3.0,Ya,494.0,Lancar
K-0304,2026-05-01,Jakarta,Retail,41.7,54.0,6.0,13.2,0.0,Tidak,644.0,Lancar
K-0305,2025-09-10,Makassar,Kuliner,18.9,49.0,6.0,7.8,3.0,Ya,520.0,Macet
K-0306,2024-11-01,Bandung,Kuliner,41.5,14.0,5.0,31.9,3.0,Tidak,501.0,Macet
K-0307,2025-11-16,Jakarta,Kerajinan,52.7,178.0,4.0,49.5,2.0,Ya,512.0,Lancar
K-0308,2024-12-14,Jakarta,Kerajinan,21.1,152.0,1.0,19.3,0.0,Tidak,623.0,Lancar
K-0309,2024-06-16,Medan,Pertanian,32.6,161.0,1.0,18.1,2.0,Ya,473.0,Lancar
K-0310,2025-07-27,Makassar,Fashion,25.3,67.0,6.0,6.5,0.0,Ya,638.0,Macet
K-0311,2024-07-18,Jakarta,Pertanian,40.2,161.0,6.0,39.6,3.0,Tidak,477.0,Macet
K-0312,2025-08-10,Surabaya,Kuliner,37.3,179.0,6.0,30.9,2.0,Ya,644.0,Lancar
K-0313,2025-10-21,Bandung,Kerajinan,27.3,29.0,4.0,22.1,0.0,Ya,513.0,Macet
K-0314,2025-01-11,Medan,Pertanian,31.7,178.0,1.0,31.6,1.0,Ya,601.0,Macet
K-0315,2024-10-16,Jakarta,Fashion,14.5,160.0,4.0,10.5,2.0,Ya,526.0,Lancar
K-0316,2024-06-24,Bandung,Pertanian,37.5,103.0,2.0,38.1,3.0,Tidak,475.0,Macet
K-0317,2025-03-19,Medan,Jasa,31.0,159.0,7.0,14.0,4.0,Ya,479.0,Lancar
K-0318,2024-08-08,Bandung,Pertanian,43.7,46.0,3.0,40.1,5.0,Tidak,413.0,Macet
K-0319,2025-06-20,Yogyakarta,Fashion,22.2,158.0,8.0,12.9,2.0,Tidak,527.0,Macet
K-0320,2024-09-14,Bandung,Fashion,33.6,33.0,2.0,16.1,2.0,Ya,569.0,Lancar
K-0321,2025-08-19,Medan,Pertanian,62.5,140.0,8.0,30.5,4.0,Ya,468.0,Lancar
K-0322,2026-03-08,Surabaya,Kuliner,21.9,55.0,5.0,10.3,4.0,Ya,385.0,Lancar
K-0323,2024-06-10,Bandung,Fashion,27.2,66.0,6.0,19.9,0.0,Ya,750.0,Lancar
K-0324,2024-06-21,Jakarta,Pertanian,14.1,166.0,5.0,9.3,4.0,Ya,508.0,Lancar
K-0325,2025-05-21,Makassar,Kerajinan,22.4,163.0,2.0,15.0,5.0,Ya,435.0,Lancar
K-0326,2026-01-08,Yogyakarta,Jasa,43.5,175.0,4.0,20.4,4.0,Ya,508.0,Lancar
K-0327,2024-06-29,Bandung,Jasa,22.9,64.0,7.0,13.9,1.0,Ya,664.0,Lancar
K-0328,2025-05-08,Jakarta,Retail,12.4,85.0,8.0,6.7,2.0,Ya,477.0,Lancar
K-0329,2024-07-17,Medan,Retail,48.1,37.0,6.0,15.4,1.0,Ya,568.0,Lancar
K-0330,2026-03-06,Jakarta,Kerajinan,31.1,35.0,4.0,11.3,4.0,Tidak,482.0,Macet
K-0331,2024-11-01,Jakarta,Pertanian,6.4,84.0,5.0,6.1,2.0,Ya,545.0,Macet
K-0332,2025-02-05,Medan,Retail,22.4,165.0,3.0,5.9,1.0,Ya,588.0,Lancar
K-0333,2026-05-29,Medan,Jasa,18.0,75.0,1.0,15.2,5.0,Tidak,510.0,Macet
K-0334,2024-11-06,Jakarta,Retail,11.0,168.0,5.0,11.2,4.0,Tidak,463.0,Macet
K-0335,2024-10-10,Makassar,Kerajinan,15.0,120.0,7.0,7.2,2.0,Ya,473.0,Lancar
K-0336,2024-12-18,Surabaya,Kerajinan,42.8,79.0,7.0,31.5,4.0,Tidak,452.0,Macet
K-0337,2024-09-10,Jakarta,Jasa,44.9,126.0,1.0,31.9,4.0,Tidak,397.0,Macet
K-0338,2024-10-08,Surabaya,Jasa,36.5,160.0,3.0,21.1,3.0,Tidak,438.0,Macet
K-0339,2025-02-10,Yogyakarta,Fashion,16.1,131.0,3.0,7.8,3.0,Tidak,478.0,Lancar
K-0340,2026-03-18,Jakarta,Pertanian,19.8,79.0,3.0,6.0,3.0,Ya,499.0,Lancar
K-0341,2025-02-24,Jakarta,Kuliner,20.0,23.0,7.0,18.4,1.0,Tidak,523.0,Lancar
K-0342,2025-12-29,Bandung,Fashion,47.0,116.0,2.0,46.1,5.0,Tidak,375.0,Macet
K-0343,2025-04-23,Jakarta,Pertanian,18.3,48.0,8.0,12.9,3.0,Ya,488.0,Macet
K-0344,2024-08-25,Jakarta,Pertanian,88.3,92.0,5.0,79.4,5.0,Tidak,527.0,Macet
K-0345,2024-06-13,Bandung,Fashion,21.1,13.0,2.0,19.9,3.0,Ya,552.0,Macet
K-0346,2024-10-13,Jakarta,Pertanian,48.9,140.0,7.0,51.0,0.0,Tidak,659.0,Lancar
K-0347,2026-05-02,Bandung,Kuliner,90.6,99.0,4.0,79.9,4.0,Tidak,455.0,Macet
K-0348,2026-04-04,Yogyakarta,Kerajinan,22.4,161.0,6.0,8.0,2.0,Tidak,590.0,Lancar
K-0349,2025-07-12,Makassar,Kerajinan,19.5,151.0,3.0,13.8,4.0,Ya,349.0,Macet
K-0350,2026-02-08,Jakarta,Pertanian,36.6,34.0,1.0,27.7,4.0,Ya,387.0,Macet
K-0351,2026-05-29,Makassar,Retail,64.1,79.0,4.0,34.8,0.0,Ya,755.0,Lancar
K-0352,2025-09-02,Makassar,Retail,29.9,41.0,5.0,22.8,4.0,Ya,454.0,Macet
K-0353,2025-08-12,Makassar,Jasa,28.8,99.0,6.0,7.7,3.0,Ya,483.0,Lancar
K-0354,2025-08-30,Surabaya,Retail,31.2,37.0,5.0,27.2,3.0,Ya,467.0,Lancar
K-0355,2024-08-25,Jakarta,Kerajinan,11.7,76.0,6.0,3.6,4.0,Ya,393.0,Lancar
K-0356,2025-09-18,Jakarta,Kerajinan,86.0,145.0,6.0,85.0,0.0,Ya,617.0,Lancar
K-0357,2026-02-09,Bandung,Kuliner,16.1,171.0,3.0,15.4,1.0,Ya,525.0,Lancar
K-0358,2026-05-11,Surabaya,Jasa,66.1,56.0,7.0,18.0,1.0,Ya,584.0,Lancar
K-0359,2026-01-10,Yogyakarta,Retail,6.4,6.0,7.0,2.3,4.0,Ya,499.0,Macet
K-0360,2024-10-06,Surabaya,Retail,35.7,52.0,7.0,13.1,1.0,Ya,633.0,Lancar
K-0361,2024-11-01,Medan,Kerajinan,46.4,136.0,5.0,30.9,4.0,Ya,441.0,Lancar
K-0362,2025-04-18,Bandung,Fashion,64.6,59.0,6.0,42.8,1.0,Ya,640.0,Lancar
K-0363,2025-12-20,Jakarta,Retail,16.1,89.0,4.0,7.6,2.0,Ya,457.0,Lancar
K-0364,2024-08-27,Bandung,Retail,35.3,169.0,3.0,15.4,0.0,Ya,699.0,Lancar
K-0365,2025-09-08,Medan,Pertanian,35.5,142.0,3.0,28.2,3.0,Ya,486.0,Lancar
K-0366,2024-09-14,Bandung,Kuliner,66.7,52.0,7.0,32.8,3.0,Ya,556.0,Lancar
K-0367,2024-08-08,Surabaya,Kerajinan,30.0,92.0,6.0,16.7,3.0,Tidak,537.0,Lancar
K-0368,2025-12-22,Medan,Kuliner,21.5,123.0,5.0,14.1,0.0,Tidak,691.0,Macet
K-0369,2024-07-02,Jakarta,Kerajinan,15.8,97.0,2.0,6.5,3.0,Tidak,422.0,Macet
K-0370,2026-06-03,Yogyakarta,Fashion,14.8,177.0,1.0,3.8,2.0,Tidak,473.0,Lancar
K-0371,2025-01-25,Yogyakarta,Kerajinan,11.4,170.0,6.0,4.6,5.0,Ya,429.0,Lancar
K-0372,2025-05-14,Bandung,Retail,27.2,22.0,3.0,16.4,0.0,Ya,590.0,Lancar
K-0373,2024-07-05,Surabaya,Retail,54.6,76.0,8.0,30.7,1.0,Tidak,580.0,Lancar
K-0374,2025-04-08,Bandung,Kuliner,23.0,65.0,3.0,7.4,5.0,Ya,480.0,Lancar
K-0375,2025-05-01,Medan,Kerajinan,28.4,89.0,8.0,7.9,0.0,Tidak,677.0,Lancar
K-0376,2024-11-17,Makassar,Retail,86.3,123.0,5.0,29.4,1.0,Ya,659.0,Lancar
K-0377,2026-01-03,Surabaya,Pertanian,19.9,92.0,3.0,12.1,4.0,Ya,470.0,Lancar
K-0378,2025-10-13,Yogyakarta,Kerajinan,50.2,176.0,4.0,17.5,4.0,Tidak,455.0,Lancar
K-0379,2025-01-12,Surabaya,Kuliner,27.5,154.0,6.0,19.6,5.0,Tidak,450.0,Macet
K-0380,2026-02-11,Bandung,Pertanian,49.6,87.0,3.0,42.4,1.0,Ya,602.0,Lancar
K-0381,2025-08-06,Jakarta,Fashion,47.0,173.0,1.0,44.6,4.0,Tidak,308.0,Lancar
K-0382,2024-09-14,Jakarta,Jasa,15.6,59.0,4.0,10.6,4.0,Ya,409.0,Macet
K-0383,2026-02-10,Bandung,Kerajinan,22.9,100.0,1.0,20.1,2.0,Ya,537.0,Lancar
K-0384,2026-01-05,Jakarta,Retail,48.6,138.0,7.0,33.7,2.0,Tidak,488.0,Lancar
K-0385,2024-10-04,Surabaya,Kerajinan,51.9,178.0,5.0,13.7,4.0,Tidak,422.0,Lancar
K-0386,2025-02-14,Jakarta,Pertanian,30.4,108.0,1.0,20.6,3.0,Tidak,451.0,Lancar
K-0387,2025-05-13,Surabaya,Pertanian,15.3,109.0,6.0,5.3,2.0,Ya,626.0,Lancar
K-0388,2025-03-13,Bandung,Jasa,21.1,155.0,6.0,15.5,2.0,Ya,548.0,Lancar
K-0389,2025-03-23,Surabaya,Kuliner,38.0,42.0,6.0,31.5,0.0,Ya,595.0,Lancar
K-0390,2026-02-03,Jakarta,Jasa,29.1,162.0,1.0,29.8,4.0,Tidak,482.0,Macet
K-0391,2025-08-25,Yogyakarta,Fashion,25.7,32.0,1.0,11.9,2.0,Ya,662.0,Lancar
K-0392,2024-08-01,Bandung,Jasa,29.6,177.0,4.0,27.7,0.0,Tidak,641.0,Macet
K-0393,2026-01-11,Jakarta,Fashion,133.6,126.0,2.0,67.0,1.0,Ya,639.0,Lancar
K-0394,2024-08-02,Bandung,Pertanian,22.0,144.0,3.0,19.8,3.0,Ya,575.0,Lancar
K-0395,2025-02-24,Surabaya,Kuliner,22.2,142.0,5.0,19.3,1.0,Tidak,598.0,Macet
K-0396,2026-02-10,Jakarta,Jasa,16.1,150.0,2.0,4.1,0.0,Tidak,492.0,Lancar
K-0397,2025-02-01,Jakarta,Retail,8.8,83.0,7.0,7.2,5.0,Ya,409.0,Lancar
K-0398,2026-04-15,Jakarta,Kuliner,26.8,97.0,3.0,24.0,2.0,Tidak,560.0,Macet
K-0399,2025-06-17,Bandung,Kuliner,15.7,123.0,5.0,6.8,3.0,Ya,500.0,Lancar
K-0400,2026-02-07,Surabaya,Kerajinan,12.5,72.0,3.0,12.8,1.0,Tidak,598.0,Lancar
K-0401,2024-12-31,Jakarta,Jasa,65.0,175.0,6.0,45.5,4.0,Ya,512.0,Lancar
K-0402,2026-06-01,Yogyakarta,Retail,18.3,24.0,3.0,17.6,3.0,Ya,440.0,Lancar
K-0403,2026-01-26,Bandung,Retail,27.0,78.0,1.0,23.1,3.0,Tidak,548.0,Macet
K-0404,2025-05-21,Makassar,Pertanian,31.1,13.0,8.0,28.3,2.0,Tidak,580.0,Lancar
K-0405,2025-02-06,Jakarta,Kerajinan,24.7,129.0,3.0,9.2,2.0,Tidak,569.0,Lancar
K-0406,2025-11-12,Makassar,Retail,21.5,78.0,3.0,8.3,0.0,Ya,690.0,Lancar
K-0407,2024-06-02,Surabaya,Retail,75.1,74.0,1.0,64.4,0.0,Ya,553.0,Lancar
K-0408,2024-08-12,Surabaya,Fashion,16.2,158.0,8.0,7.7,4.0,Tidak,592.0,Lancar
K-0409,2026-03-12,Surabaya,Jasa,14.8,179.0,7.0,6.4,1.0,Ya,573.0,Lancar
K-0410,2026-02-13,Makassar,Retail,10.3,121.0,3.0,5.1,2.0,Tidak,492.0,Macet
K-0411,2025-05-08,Surabaya,Jasa,21.2,68.0,4.0,21.3,5.0,Ya,400.0,Macet
K-0412,2024-12-18,Bandung,Pertanian,24.2,146.0,5.0,14.0,0.0,Tidak,623.0,Lancar
K-0413,2025-09-30,Jakarta,Fashion,50.4,57.0,4.0,16.5,0.0,Ya,619.0,Lancar
K-0414,2025-06-28,Medan,Jasa,31.5,41.0,8.0,22.7,3.0,Ya,644.0,Macet
K-0415,2026-06-10,Surabaya,Kuliner,22.8,120.0,6.0,17.3,2.0,Ya,561.0,Lancar
K-0416,2025-07-08,Makassar,Pertanian,21.1,107.0,1.0,6.2,2.0,Tidak,444.0,Lancar
K-0417,2024-07-11,Jakarta,Pertanian,22.0,178.0,5.0,11.0,0.0,Ya,562.0,Lancar
K-0418,2025-09-20,Makassar,Pertanian,21.2,179.0,2.0,16.4,4.0,Ya,433.0,Lancar
K-0419,2026-01-17,Jakarta,Kerajinan,17.1,152.0,4.0,4.6,1.0,Tidak,650.0,Lancar
K-0420,2026-02-09,Yogyakarta,Jasa,31.5,81.0,2.0,12.4,0.0,Tidak,605.0,Lancar
K-0421,2025-08-20,Bandung,Jasa,44.0,21.0,4.0,18.2,5.0,Ya,368.0,Lancar
K-0422,2025-08-27,Jakarta,Kerajinan,17.0,173.0,8.0,15.9,1.0,Ya,604.0,Macet
K-0423,2024-06-07,Jakarta,Retail,18.6,95.0,5.0,7.9,4.0,Ya,433.0,Lancar
K-0424,2024-07-24,Makassar,Retail,59.0,173.0,7.0,29.2,2.0,Ya,637.0,Lancar
K-0425,2025-02-21,Medan,Kuliner,34.8,8.0,1.0,12.7,0.0,Ya,658.0,Lancar
K-0426,2025-11-06,Bandung,Retail,22.9,78.0,4.0,11.0,0.0,Ya,665.0,Lancar
K-0427,2024-08-15,Bandung,Kuliner,29.4,69.0,3.0,22.3,3.0,Tidak,495.0,Macet
K-0428,2025-01-09,Jakarta,Retail,42.3,75.0,7.0,44.1,0.0,Ya,635.0,Lancar
K-0429,2025-11-16,Jakarta,Kuliner,6.3,130.0,1.0,2.6,0.0,Ya,646.0,Lancar
K-0430,2026-01-05,Jakarta,Retail,40.8,38.0,7.0,33.1,1.0,Ya,657.0,Lancar
K-0431,2024-11-20,Jakarta,Jasa,51.8,134.0,6.0,27.2,2.0,Ya,510.0,Lancar
K-0432,2024-10-16,Surabaya,Kerajinan,23.1,34.0,6.0,7.1,4.0,Ya,452.0,Macet
K-0433,2025-11-14,Yogyakarta,Kuliner,62.2,40.0,1.0,49.8,1.0,Ya,622.0,Lancar
K-0434,2024-12-23,Medan,Kuliner,21.7,154.0,6.0,13.2,1.0,Ya,575.0,Lancar
K-0435,2024-08-13,Jakarta,Kerajinan,24.0,152.0,4.0,19.2,4.0,Tidak,491.0,Macet
K-0436,2025-12-16,Yogyakarta,Pertanian,4.7,49.0,4.0,1.4,3.0,Ya,550.0,Lancar
K-0437,2024-12-21,Surabaya,Pertanian,22.1,141.0,8.0,22.4,3.0,Ya,467.0,Macet
K-0438,2026-04-04,Medan,Fashion,46.5,9.0,2.0,43.6,2.0,Tidak,526.0,Macet
K-0439,2026-01-10,Surabaya,Kerajinan,68.2,107.0,5.0,26.9,1.0,Ya,638.0,Lancar
K-0440,2024-11-11,Yogyakarta,Kerajinan,49.7,106.0,7.0,25.7,3.0,Tidak,471.0,Lancar
K-0441,2025-11-04,Bandung,Kuliner,53.4,51.0,4.0,35.1,0.0,Ya,602.0,Lancar
K-0442,2024-06-07,Makassar,Jasa,27.6,179.0,3.0,9.9,3.0,Tidak,426.0,Lancar
K-0443,2025-06-22,Surabaya,Kerajinan,102.5,169.0,5.0,78.2,1.0,Tidak,682.0,Lancar
K-0444,2025-10-10,Jakarta,Kuliner,27.9,49.0,7.0,10.7,2.0,Ya,501.0,Lancar
K-0445,2024-07-22,Medan,Fashion,15.2,127.0,6.0,13.0,1.0,Ya,648.0,Lancar
K-0446,2024-12-14,Surabaya,Kuliner,70.1,149.0,8.0,38.3,1.0,Ya,582.0,Lancar
K-0447,2025-12-09,Bandung,Retail,14.6,145.0,7.0,12.0,0.0,Ya,608.0,Lancar
K-0448,2025-02-24,Makassar,Kerajinan,7.3,106.0,2.0,5.8,1.0,Tidak,543.0,Macet
K-0449,2025-05-27,Bandung,Fashion,48.7,31.0,7.0,45.9,4.0,Tidak,370.0,Macet
K-0450,2025-06-18,Surabaya,Retail,22.4,150.0,1.0,16.8,2.0,Ya,628.0,Lancar
K-0451,2024-12-27,Yogyakarta,Kerajinan,30.7,121.0,3.0,19.1,3.0,Tidak,477.0,Lancar
K-0452,2024-07-26,Jakarta,Pertanian,44.8,137.0,3.0,44.8,1.0,Tidak,557.0,Lancar
K-0453,2025-02-10,Makassar,Pertanian,4.5,149.0,5.0,1.4,1.0,Ya,627.0,Lancar
K-0454,2024-06-07,Jakarta,Kerajinan,22.5,29.0,4.0,7.4,4.0,Ya,505.0,Macet
K-0455,2025-05-17,Jakarta,Fashion,14.3,135.0,3.0,14.9,0.0,Ya,569.0,Lancar
K-0456,2026-03-23,Jakarta,Kerajinan,48.7,147.0,7.0,41.4,3.0,Ya,497.0,Macet
K-0457,2025-05-03,Medan,Jasa,20.3,140.0,3.0,5.2,2.0,Ya,443.0,Lancar
K-0458,2026-01-23,Makassar,Kerajinan,22.2,7.0,4.0,10.1,3.0,Tidak,442.0,Lancar
K-0459,2024-12-10,Jakarta,Jasa,24.1,104.0,8.0,15.5,2.0,Ya,607.0,Lancar
K-0460,2026-04-16,Surabaya,Retail,16.0,158.0,1.0,4.6,2.0,Ya,624.0,Lancar
K-0461,2025-01-14,Surabaya,Kuliner,23.9,34.0,8.0,21.9,2.0,Ya,524.0,Macet
K-0462,2025-10-08,Jakarta,Fashion,9.7,50.0,7.0,9.6,4.0,Ya,495.0,Macet
K-0463,2025-03-17,Jakarta,Jasa,24.8,36.0,2.0,18.4,1.0,Ya,640.0,Lancar
K-0464,2025-10-28,Jakarta,Kerajinan,9.9,155.0,5.0,6.7,0.0,Ya,671.0,Lancar
K-0465,2025-05-16,Surabaya,Kerajinan,18.2,116.0,1.0,18.2,3.0,Ya,578.0,Lancar
K-0466,2026-02-20,Jakarta,Jasa,30.3,142.0,4.0,22.7,4.0,Tidak,436.0,Macet
K-0467,2025-06-20,Surabaya,Pertanian,14.4,18.0,2.0,10.4,1.0,Ya,624.0,Lancar
K-0468,2024-11-02,Jakarta,Kerajinan,32.0,154.0,7.0,20.4,0.0,Ya,634.0,Lancar
K-0469,2025-12-03,Bandung,Kuliner,23.0,162.0,4.0,14.9,3.0,Ya,526.0,Lancar
K-0470,2025-06-17,Jakarta,Kerajinan,14.7,124.0,1.0,11.9,1.0,Ya,539.0,Lancar
K-0471,2026-04-28,Surabaya,Pertanian,40.3,140.0,2.0,28.4,0.0,Ya,542.0,Lancar
K-0472,2024-09-09,Jakarta,Fashion,25.3,103.0,6.0,17.2,3.0,Ya,519.0,Macet
K-0473,2025-11-27,Makassar,Retail,22.6,18.0,7.0,14.7,3.0,Tidak,477.0,Macet
K-0474,2025-11-07,Surabaya,Pertanian,70.4,100.0,8.0,51.4,3.0,Ya,493.0,Macet
K-0475,2024-10-30,Makassar,Jasa,61.8,6.0,7.0,25.9,3.0,Tidak,425.0,Macet
K-0476,2026-03-28,Jakarta,Kuliner,18.0,98.0,7.0,12.7,2.0,Ya,504.0,Macet
K-0477,2024-08-24,Bandung,Retail,35.6,143.0,3.0,30.3,3.0,Ya,561.0,Lancar
K-0478,2025-08-18,Medan,Kuliner,68.4,120.0,7.0,58.0,5.0,Ya,436.0,Macet
K-0479,2025-03-21,Bandung,Retail,13.9,37.0,5.0,14.4,2.0,Tidak,588.0,Macet
K-0480,2026-01-20,Surabaya,Jasa,87.3,115.0,8.0,27.3,1.0,Ya,562.0,Lancar
K-0481,2026-05-28,Bandung,Retail,22.2,29.0,3.0,11.3,4.0,Ya,372.0,Macet
K-0482,2024-06-19,Jakarta,Pertanian,22.9,43.0,2.0,12.2,2.0,Ya,465.0,Lancar
K-0483,2026-03-01,Surabaya,Kuliner,33.1,95.0,7.0,11.6,4.0,Ya,554.0,Lancar
K-0484,2025-07-11,Surabaya,Pertanian,33.3,38.0,3.0,27.7,3.0,Ya,460.0,Lancar
K-0485,2025-08-25,Surabaya,Kerajinan,46.4,72.0,8.0,45.9,1.0,Tidak,581.0,Macet
K-0486,2024-09-24,Makassar,Kerajinan,42.4,139.0,6.0,15.3,2.0,Ya,498.0,Lancar
K-0487,2024-09-08,Makassar,Retail,30.4,152.0,2.0,24.0,0.0,Ya,641.0,Lancar
K-0488,2026-01-26,Bandung,Jasa,29.1,70.0,4.0,11.4,0.0,Tidak,590.0,Lancar
K-0489,2024-10-24,Jakarta,Pertanian,14.5,88.0,5.0,6.0,0.0,Tidak,638.0,Lancar
K-0490,2026-03-08,Bandung,Fashion,18.8,81.0,2.0,10.5,5.0,Ya,410.0,Macet
K-0491,2026-01-22,Surabaya,Retail,10.0,82.0,4.0,3.6,1.0,Ya,561.0,Lancar
