id_pengajuan,tanggal_pengajuan,kota,sektor,omzet_bulanan_juta,lama_usaha_bulan,jumlah_karyawan,pinjaman_diajukan_juta,riwayat_telat_12m,punya_npwp,skor_kredit,status
K-0250,2025-07-06,Surabaya,PERTANIAN,11.1,121.0,,3.1,1.0,Ya,671.0,Lancar
K-0251,2025-01-22,Jakarta,jasa,50.9,111.0,2.0,37.5,2.0,Ya,539.0,Lancar
K-0252,2026-05-05,jakarta,PERTANIAN,13.7,174.0,3.0,10.4,2.0,Ya,586.0,Lancar
K-0253,19/07/2025,Jogja,pertanian,23.1,66.0,4.0,22.8,3.0,Ya,540.0,Macet
K-0254,2025-01-08,Yogyakarta,Retail,,51.0,1.0,31.7,4.0,Ya,415.0,Lancar
K-0255,2025-10-11,Bandung,Fashion,27.6,159.0,2.0,9.3,2.0,tidak,597.0,Lancar
K-0256,2024-09-19,Yogyakarta,Retail,21.8,107.0,2.0,21.0,2.0,Ya,595.0,Lancar
K-0257,2025-12-27,JKT,Kuliner,14.7,152.0,6.0,14.2,2.0,Y,524.0,Lancar
K-0258,2025-09-27,Bandung,Fashion,38.1,26.0,4.0,24.0,2.0,Ya,701.0,Lancar
K-0259,2025-05-26,MDN,Retail,29.5,,2.0,13.1,4.0,1,414.0,Lancar
K-0259,2025-05-26,MDN,Retail,29.5,,2.0,13.1,4.0,1,414.0,Lancar
K-0260,19/09/2024,Yogyakarta,Kerajinan,10.6,165.0,2.0,5.9,4.0,Ya,442.0,Lancar
K-0261,2024-08-10,Jakarta,kerajinan,100.4,93.0,3.0,103.9,3.0,Tidak,484.0,Macet
K-0262,2025-12-13,,pertanian,24.8,126.0,2.0,14.6,3.0,1,491.0,Lancar
K-0263,15/05/2026,,jasa,28.3,122.0,3.0,26.4,1.0,Ya,,Lancar
K-0264,2025-02-08,BDG ,Kuliner,25.5,100.0,8.0,12.0,4.0,Y,491.0,Lancar
K-0265,"Apr 29, 2026",Yogyakarta,Retail,22.0,16.0,,13.1,2.0,Tidak,605.0,Macet
K-0266,01/07/2025,BDG ,,44.7,17.0,8.0,17.2,0.0,Ya,,Lancar
K-0267,"Jun 04, 2025",SBY,kuliner,34.9,165.0,6.0,10.9,2.0,Ya,517.0,Lancar
K-0268,2025-08-14,MKS,Pertanian,34.1,,6.0,20.7,,Ya,649.0,Lancar
K-0269,2026-04-15,BDG ,kerajinan ,28.1,104.0,4.0,20.1,0.0,1,612.0,Lancar
K-0270,15/11/2025,medan ,retail ,51.4,79.0,4.0,33.1,4.0,T,488.0,Lancar
K-0271,2024-08-16,SBY,jasa,49.4,171.0,4.0,29.2,5.0,,407.0,Macet
K-0272,"Jan 31, 2025",surabaya,Pertanian,40.6,,1.0,12.6,4.0,Y,617.0,Macet
K-0273,22/02/2026,surabaya,pertanian,22.9,115.0,8.0,19.6,1.0,Tidak,557.0,Lancar
K-0274,"Sep 23, 2025",SBY,Kerajinan,44.7,167.0,2.0,16.7,2.0,tidak,571.0,Lancar
K-0275,2025-11-14, Jakarta ,Jasa,17.2,39.0,5.0,7.9,3.0,T,457.0,Lancar
K-0276,2024-10-25,yogyakarta,Kuliner,22.6,63.0,2.0,8.4,1.0,Tidak,588.0,Macet
K-0277,2026-01-05,Jakarta,Kerajinan,54.9,39.0,1.0,21.5,3.0,Ya,627.0,Lancar
K-0278,2026-02-15,Surabaya,Jasa,25.1,126.0,7.0,8.3,2.0,Ya,,Lancar
K-0279,17/08/2025,Yogyakarta,pertanian,11.1,143.0,2.0,6.5,2.0,T,577.0,Lancar
K-0280,19/08/2024,Jakarta,KULINER,50.5,158.0,,14.9,0.0,Ya,724.0,Lancar
K-0281,"Jan 06, 2026",JKT,Kuliner,31.4,15.0,4.0,30.5,1.0,Ya,581.0,Lancar
K-0282,2024-06-06,,fashion,18.7,144.0,1.0,18.8,2.0,Ya,611.0,Lancar
K-0283,2026-01-24,Bandung,jasa,25.5,153.0,7.0,7.9,4.0,1,349.0,Lancar
K-0284,2025-07-05,Surabaya,Pertanian,22.6,50.0,4.0,16.1,3.0,Ya,488.0,Macet
K-0285,18/02/2025,BDG ,Fashion,40.8,155.0,4.0,39.7,3.0,1,581.0,Lancar
K-0286,2024-08-24,medan ,JASA,90.6,120.0,8.0,92.4,3.0,Y,473.0,Lancar
K-0287,2025-12-05, Jakarta ,Retail,53.5,96.0,6.0,20.7,4.0,1,487.0,Lancar
K-0288,2025-08-12,medan ,Fashion,43.3,146.0,6.0,44.6,4.0,Ya,368.0,Macet
K-0289,2024-06-15,Bandung,KULINER,21.5,174.0,5.0,21.5,2.0,1,576.0,Lancar
K-0290,2025-02-04,yogyakarta,Retail,11.3,9.0,4.0,11.1,2.0,n,497.0,Macet
K-0291,2024-06-14, Jakarta ,Fashion,12.1,74.0,7.0,6.2,1.0,Tidak,,Lancar
K-0292,2025-09-26,Bandung,jasa,15.8,124.0,8.0,9.8,4.0,N,322.0,Macet
K-0292,2025-09-26,Bandung,jasa,15.8,124.0,8.0,9.8,4.0,N,322.0,Macet
K-0293,26/12/2025,surabaya,PERTANIAN,66.2,82.0,4.0,53.4,2.0,1,562.0,Macet
K-0294,01/10/2025, Jakarta ,PERTANIAN,,115.0,6.0,15.5,3.0,1,496.0,Lancar
K-0295,2024-06-06,Jakarta,KULINER,33.0,28.0,8.0,34.4,3.0,Tidak,442.0,Macet
K-0295,2024-06-06,Jakarta,KULINER,33.0,28.0,8.0,34.4,3.0,Tidak,442.0,Macet
K-0296,2024-08-10,MKS,Kuliner,19.8,31.0,4.0,8.3,2.0,y,624.0,Lancar
K-0297,14/01/2026,Jakarta,JASA,17.0,120.0,5.0,10.4,4.0,Ya,407.0,Lancar
K-0298,25/07/2025,Bandung,Kerajinan,18.7,147.0,6.0,7.8,1.0,Tidak,577.0,Lancar
K-0299,21/06/2024,Bandung,Pertanian,42.1,138.0,6.0,30.8,1.0,Ya,658.0,Lancar
K-0300,2025-06-07,Jakarta,Kerajinan,14.5,152.0,,9.2,1.0,Tidak,561.0,Lancar
K-0301,2025-01-13,Surabaya,,24.0,50.0,2.0,7.7,1.0,Ya,660.0,Lancar
K-0302,18/07/2025,Jakarta,Kerajinan,13.1,133.0,2.0,13.6,3.0,1,433.0,Lancar
K-0303,2025-07-18,YOG ,retail ,25.7,107.0,2.0,23.2,3.0,Ya,494.0,Lancar
K-0304,2026-05-01,Jakarta,Retail,41.7,54.0,6.0,13.2,0.0,Tidak,644.0,Lancar
K-0305,2025-09-10,Makassar,Kuliner,18.9,49.0,6.0,7.8,3.0,1,520.0,Macet
K-0306,"Nov 01, 2024",Bandung,Kuliner,41.5,14.0,5.0,31.9,3.0,n,501.0,Macet
K-0307,"Nov 16, 2025", Jakarta ,Kerajinan,52.7,178.0,4.0,49.5,2.0,Y,512.0,Lancar
K-0308,2024-12-14,Jakarta,Kerajinan,21.1,152.0,1.0,19.3,0.0,Tidak,623.0,Lancar
K-0309,2024-06-16,Medan,Pertanian,32.6,161.0,1.0,18.1,,,473.0,Lancar
K-0310,2025-07-27,Makassar,Fashion,25.3,67.0,6.0,6.5,0.0,Ya,638.0,Macet
K-0311,2024-07-18,Jakarta,PERTANIAN,40.2,161.0,6.0,39.6,3.0,Tidak,477.0,Macet
K-0312,10/08/2025,Surabaya,Kuliner,37.3,179.0,6.0,30.9,,Ya,644.0,Lancar
K-0313,21/10/2025,bandung,kerajinan,27.3,29.0,4.0,22.1,0.0,y,513.0,Macet
K-0314,2025-01-11,Medan,Pertanian,31.7,178.0,1.0,31.6,,Ya,601.0,Macet
K-0315,2024-10-16,Jakarta,fashion ,14.5,160.0,4.0,10.5,2.0,1,526.0,Lancar
K-0316,2024-06-24,Bandung,pertanian,37.5,103.0,2.0,38.1,3.0,Tidak,475.0,Macet
K-0317,2025-03-19,medan ,JASA,31.0,159.0,7.0,14.0,4.0,1,479.0,Lancar
K-0318,08/08/2024,Bandung,PERTANIAN,43.7,46.0,3.0,40.1,5.0,Tidak,413.0,Macet
K-0319,2025-06-20,Yogyakarta,fashion,22.2,158.0,8.0,12.9,2.0,Tidak,527.0,Macet
K-0320,2024-09-14,Bandung,fashion,33.6,33.0,2.0,16.1,2.0,1,569.0,Lancar
K-0321,"Aug 19, 2025",,PERTANIAN,62.5,140.0,8.0,30.5,4.0,y,468.0,Lancar
K-0322,08/03/2026,Surabaya,Kuliner,21.9,55.0,5.0,10.3,,Ya,,Lancar
K-0323,2024-06-10,BDG ,Fashion,27.2,66.0,6.0,19.9,0.0,y,750.0,Lancar
K-0324,2024-06-21,Jakarta,Pertanian,14.1,166.0,5.0,9.3,4.0,Ya,508.0,Lancar
K-0325,2025-05-21,MKS,,22.4,163.0,2.0,15.0,5.0,Ya,435.0,Lancar
K-0326,2026-01-08,Yogyakarta,Jasa,,175.0,4.0,20.4,4.0,Ya,508.0,Lancar
K-0327,"Jun 29, 2024",Bandung,Jasa,22.9,64.0,,13.9,,ya,664.0,Lancar
K-0328,08/05/2025, Jakarta ,Retail,,85.0,8.0,6.7,,Ya,477.0,Lancar
K-0329,2024-07-17,medan ,Retail,48.1,37.0,6.0,15.4,1.0,Y,568.0,Lancar
K-0330,2026-03-06,jkt,kerajinan,31.1,35.0,4.0,11.3,4.0,Tidak,482.0,Macet
K-0331,01/11/2024,jakarta,PERTANIAN,6.4,84.0,5.0,6.1,2.0,Y,545.0,Macet
K-0332,2025-02-05,medan ,retail ,,165.0,3.0,5.9,,Ya,588.0,Lancar
K-0333,2026-05-29,Medan,JASA,18.0,75.0,1.0,15.2,5.0,Tidak,510.0,Macet
K-0334,2024-11-06,jakarta,Retail,11.0,168.0,5.0,11.2,4.0,Tidak,463.0,Macet
K-0335,2024-10-10,Makassar,Kerajinan,,120.0,7.0,7.2,2.0,Ya,473.0,Lancar
K-0336,2024-12-18,Surabaya,Kerajinan,42.8,79.0,7.0,31.5,4.0,Tidak,452.0,Macet
K-0337,2024-09-10, Jakarta ,Jasa,44.9,126.0,1.0,31.9,4.0,Tidak,,Macet
K-0338,08/10/2024,Surabaya,Jasa,36.5,160.0,3.0,21.1,3.0,Tidak,438.0,Macet
K-0338,08/10/2024,Surabaya,Jasa,36.5,160.0,3.0,21.1,3.0,Tidak,438.0,Macet
K-0339,2025-02-10,Jogja,fashion ,,131.0,3.0,7.8,3.0,0,478.0,Lancar
K-0340,18/03/2026,Jakarta,PERTANIAN,19.8,79.0,3.0,6.0,3.0,Ya,499.0,Lancar
K-0341,2025-02-24,,,20.0,23.0,7.0,18.4,1.0,Tidak,523.0,Lancar
K-0342,29/12/2025,Bandung,fashion,47.0,116.0,,46.1,5.0,Tidak,375.0,Macet
K-0343,23/04/2025,Jakarta,Pertanian,18.3,48.0,,12.9,3.0,Y,,Macet
K-0344,2024-08-25,Jakarta,PERTANIAN,,92.0,5.0,79.4,5.0,Tidak,527.0,Macet
K-0345,2024-06-13,Bandung,fashion ,21.1,13.0,2.0,19.9,3.0,Ya,,Macet
K-0346,13/10/2024,,Pertanian,48.9,140.0,7.0,51.0,0.0,Tidak,659.0,Lancar
K-0347,"May 02, 2026",BDG ,Kuliner,90.6,99.0,4.0,79.9,4.0,Tidak,,Macet
K-0348,2026-04-04,yogyakarta,kerajinan ,22.4,,6.0,8.0,2.0,Tidak,590.0,Lancar
K-0349,2025-07-12,makassar,Kerajinan,19.5,151.0,3.0,13.8,4.0,Ya,349.0,Macet
K-0350,08/02/2026,Jakarta,Pertanian,36.6,34.0,1.0,27.7,4.0,y,387.0,Macet
K-0351,2026-05-29,Makassar,Retail,64.1,79.0,,34.8,0.0,Ya,755.0,Lancar
K-0352,"Sep 02, 2025",Makassar,Retail,29.9,41.0,5.0,22.8,,1,454.0,Macet
K-0353,2025-08-12,makassar,jasa,,99.0,6.0,7.7,3.0,y,483.0,Lancar
K-0354,30/08/2025,SBY,Retail,31.2,,5.0,27.2,3.0,Ya,467.0,Lancar
K-0355,"Aug 25, 2024", Jakarta ,Kerajinan,11.7,76.0,6.0,3.6,4.0,Ya,,Lancar
K-0356,2025-09-18,jkt,Kerajinan,86.0,145.0,6.0,85.0,0.0,,617.0,Lancar
K-0357,"Feb 09, 2026",Bandung,kuliner,16.1,,3.0,15.4,1.0,Ya,525.0,Lancar
K-0358,2026-05-11,Surabaya,Jasa,66.1,56.0,7.0,18.0,1.0,,584.0,Lancar
K-0359,10/01/2026,Jogja,Retail,6.4,6.0,7.0,2.3,4.0,Ya,499.0,Macet
K-0360,06/10/2024,Surabaya,Retail,35.7,52.0,7.0,13.1,1.0,Ya,633.0,Lancar
K-0361,"Nov 01, 2024",Medan,Kerajinan,46.4,136.0,5.0,30.9,4.0,Ya,441.0,Lancar
K-0362,2025-04-18,,,64.6,59.0,6.0,42.8,1.0,Ya,640.0,Lancar
K-0363,"Dec 20, 2025",jakarta,Retail,16.1,89.0,4.0,7.6,,Ya,,Lancar
K-0364,27/08/2024,Bandung,Retail,35.3,169.0,3.0,15.4,0.0,ya,699.0,Lancar
K-0365,2025-09-08,medan ,Pertanian,35.5,142.0,3.0,28.2,3.0,ya,486.0,Lancar
K-0366,2024-09-14,Bandung,kuliner,66.7,52.0,7.0,32.8,3.0,Ya,556.0,Lancar
K-0367,2024-08-08,surabaya,kerajinan ,30.0,92.0,6.0,16.7,3.0,Tidak,537.0,Lancar
K-0368,2025-12-22,Medan,Kuliner,21.5,123.0,5.0,14.1,0.0,,691.0,Macet
K-0369,2024-07-02,Jakarta,Kerajinan,15.8,97.0,2.0,6.5,3.0,Tidak,422.0,Macet
K-0370,2026-06-03,yogyakarta,Fashion,14.8,177.0,1.0,3.8,2.0,N,473.0,Lancar
K-0371,2025-01-25,Jogja,Kerajinan,11.4,170.0,6.0,4.6,5.0,1,429.0,Lancar
K-0372,2025-05-14,bandung,Retail,27.2,22.0,3.0,16.4,0.0,Ya,590.0,Lancar
K-0373,"Jul 05, 2024",SBY,Retail,54.6,76.0,8.0,30.7,1.0,Tidak,580.0,Lancar
K-0374,2025-04-08,Bandung,kuliner,23.0,65.0,3.0,7.4,5.0,Ya,,Lancar
K-0375,2025-05-01,MDN,Kerajinan,28.4,89.0,8.0,7.9,0.0,n,677.0,Lancar
K-0376,17/11/2024,MKS,Retail,86.3,,5.0,29.4,1.0,Ya,659.0,Lancar
K-0377,"Jan 03, 2026",Surabaya,Pertanian,19.9,92.0,3.0,12.1,4.0,Ya,470.0,Lancar
K-0378,2025-10-13,Yogyakarta,kerajinan ,50.2,176.0,4.0,17.5,4.0,T,455.0,Lancar
K-0379,2025-01-12,Surabaya,KULINER,27.5,154.0,6.0,19.6,5.0,0,450.0,Macet
K-0380,2026-02-11,Bandung,,49.6,87.0,3.0,42.4,1.0,Ya,602.0,Lancar
K-0381,2025-08-06,Jakarta,fashion,47.0,173.0,1.0,44.6,4.0,Tidak,308.0,Lancar
K-0382,2024-09-14,Jakarta,JASA,15.6,59.0,4.0,10.6,4.0,Ya,409.0,Macet
K-0383,"Feb 10, 2026",BDG ,kerajinan,22.9,100.0,1.0,20.1,2.0,Ya,537.0,Lancar
K-0384,2026-01-05,Jakarta,retail ,48.6,138.0,7.0,33.7,2.0,tidak,488.0,Lancar
K-0384,2026-01-05,Jakarta,retail ,48.6,138.0,7.0,33.7,2.0,tidak,488.0,Lancar
K-0385,2024-10-04,Surabaya,Kerajinan,51.9,178.0,5.0,13.7,4.0,Tidak,422.0,Lancar
K-0386,14/02/2025,Jakarta,PERTANIAN,30.4,108.0,1.0,20.6,3.0,0,451.0,Lancar
K-0387,13/05/2025,Surabaya,PERTANIAN,15.3,109.0,6.0,5.3,2.0,Ya,,Lancar
K-0388,2025-03-13,bandung,Jasa,21.1,,6.0,15.5,2.0,y,548.0,Lancar
K-0388,2025-03-13,bandung,Jasa,21.1,,6.0,15.5,2.0,y,548.0,Lancar
K-0389,2025-03-23,Surabaya,Kuliner,38.0,42.0,6.0,31.5,0.0,Ya,595.0,Lancar
K-0390,2026-02-03,Jakarta,JASA,29.1,162.0,1.0,29.8,4.0,Tidak,482.0,Macet
K-0391,25/08/2025,Yogyakarta,Fashion,25.7,32.0,1.0,11.9,2.0,1,662.0,Lancar
K-0392,2024-08-01,bandung,Jasa,29.6,177.0,,27.7,0.0,Tidak,641.0,Macet
K-0393,11/01/2026,,fashion ,133.6,126.0,2.0,67.0,1.0,Ya,639.0,Lancar
K-0394,02/08/2024,BDG ,PERTANIAN,22.0,144.0,3.0,19.8,3.0,Y,575.0,Lancar
K-0395,2025-02-24,Surabaya,kuliner,22.2,142.0,5.0,19.3,1.0,T,598.0,Macet
K-0396,10/02/2026,,Jasa,,150.0,2.0,4.1,0.0,T,492.0,Lancar
K-0397,2025-02-01,JKT,Retail,8.8,83.0,,7.2,5.0,ya,409.0,Lancar
K-0398,2026-04-15,jakarta,Kuliner,26.8,97.0,3.0,24.0,2.0,Tidak,560.0,Macet
K-0399,17/06/2025,Bandung,Kuliner,15.7,123.0,5.0,6.8,3.0,y,500.0,Lancar
K-0400,2026-02-07,surabaya,Kerajinan,12.5,72.0,3.0,12.8,1.0,Tidak,598.0,Lancar
K-0401,31/12/2024,JKT,jasa,65.0,175.0,6.0,45.5,4.0,Ya,512.0,Lancar
K-0402,2026-06-01,Yogyakarta,retail ,18.3,24.0,3.0,17.6,3.0,y,440.0,Lancar
K-0403,2026-01-26,bandung,Retail,27.0,78.0,1.0,23.1,3.0,Tidak,548.0,Macet
K-0404,2025-05-21,Makassar,PERTANIAN,31.1,13.0,8.0,28.3,2.0,Tidak,580.0,Lancar
K-0405,2025-02-06,Jakarta,Kerajinan,24.7,129.0,3.0,9.2,2.0,N,569.0,Lancar
K-0406,2025-11-12,makassar,Retail,21.5,78.0,3.0,8.3,0.0,Y,690.0,Lancar
K-0407,2024-06-02,SBY,retail ,75.1,74.0,,64.4,0.0,Ya,553.0,Lancar
K-0408,"Aug 12, 2024",SBY,Fashion,16.2,158.0,8.0,7.7,4.0,tidak,592.0,Lancar
K-0409,2026-03-12,Surabaya,Jasa,14.8,179.0,7.0,6.4,1.0,1,573.0,Lancar
K-0410,2026-02-13,makassar,Retail,10.3,121.0,3.0,5.1,2.0,Tidak,492.0,Macet
K-0411,08/05/2025,surabaya,Jasa,21.2,68.0,4.0,21.3,5.0,ya,400.0,Macet
K-0412,2024-12-18,bandung,Pertanian,24.2,146.0,5.0,14.0,0.0,Tidak,,Lancar
K-0413,2025-09-30,jakarta,fashion,50.4,,4.0,16.5,0.0,Ya,619.0,Lancar
K-0414,2025-06-28,Medan,Jasa,31.5,41.0,8.0,22.7,3.0,Ya,644.0,Macet
K-0415,"Jun 10, 2026",Surabaya,Kuliner,22.8,120.0,6.0,17.3,2.0,ya,561.0,Lancar
K-0416,"Jul 08, 2025",MKS,Pertanian,21.1,107.0,1.0,6.2,2.0,n,444.0,Lancar
K-0417,2024-07-11, Jakarta ,pertanian,22.0,178.0,,11.0,0.0,Ya,562.0,Lancar
K-0418,20/09/2025,Makassar,pertanian,21.2,179.0,2.0,16.4,4.0,Ya,433.0,Lancar
K-0419,17/01/2026,Jakarta,kerajinan,17.1,152.0,4.0,4.6,1.0,Tidak,650.0,Lancar
K-0420,2026-02-09,YOG ,,31.5,81.0,2.0,12.4,,Tidak,605.0,Lancar
K-0421,2025-08-20,Bandung,Jasa,44.0,21.0,4.0,18.2,5.0,Ya,368.0,Lancar
K-0422,27/08/2025, Jakarta ,Kerajinan,,173.0,8.0,15.9,1.0,Ya,604.0,Macet
K-0423,2024-06-07,jkt,Retail,18.6,95.0,5.0,7.9,4.0,Ya,433.0,Lancar
K-0424,24/07/2024,Makassar,Retail,59.0,173.0,7.0,29.2,2.0,Ya,637.0,Lancar
K-0425,21/02/2025,,Kuliner,34.8,8.0,1.0,12.7,0.0,Ya,658.0,Lancar
K-0426,2025-11-06,BDG ,Retail,22.9,78.0,4.0,11.0,0.0,Ya,665.0,Lancar
K-0427,"Aug 15, 2024",Bandung,kuliner,29.4,69.0,3.0,22.3,3.0,Tidak,,Macet
K-0428,2025-01-09,jkt,Retail,42.3,75.0,7.0,44.1,0.0,Y,635.0,Lancar
K-0429,16/11/2025, Jakarta ,kuliner,6.3,130.0,1.0,2.6,,Ya,646.0,Lancar
K-0430,05/01/2026,jakarta,Retail,40.8,38.0,7.0,33.1,1.0,y,657.0,Lancar
K-0431,2024-11-20,Jakarta,jasa,,134.0,6.0,27.2,2.0,Ya,510.0,Lancar
K-0432,16/10/2024,SBY,Kerajinan,23.1,,6.0,7.1,4.0,Y,452.0,Macet
K-0433,2025-11-14,yogyakarta,,62.2,40.0,1.0,49.8,1.0,y,622.0,Lancar
K-0434,23/12/2024,medan ,Kuliner,21.7,154.0,6.0,13.2,1.0,Ya,575.0,Lancar
K-0435,2024-08-13,jkt,kerajinan ,24.0,152.0,4.0,19.2,4.0,T,491.0,Macet
K-0436,16/12/2025,YOG ,Pertanian,4.7,49.0,4.0,1.4,3.0,y,550.0,Lancar
K-0436,16/12/2025,YOG ,Pertanian,4.7,49.0,4.0,1.4,3.0,y,550.0,Lancar
K-0437,21/12/2024,SBY,PERTANIAN,22.1,141.0,8.0,22.4,3.0,1,467.0,Macet
K-0438,"Apr 04, 2026",Medan,fashion,46.5,9.0,2.0,43.6,2.0,0,526.0,Macet
K-0439,"Jan 10, 2026",surabaya,Kerajinan,68.2,107.0,5.0,26.9,1.0,1,638.0,Lancar
K-0440,"Nov 11, 2024",Jogja,,49.7,106.0,7.0,25.7,3.0,Tidak,471.0,Lancar
K-0441,2025-11-04,bandung,kuliner,,51.0,4.0,35.1,,Ya,602.0,Lancar
K-0442,07/06/2024,Makassar,jasa,27.6,179.0,3.0,9.9,3.0,Tidak,426.0,Lancar
K-0443,2025-06-22,Surabaya,Kerajinan,102.5,169.0,5.0,78.2,1.0,Tidak,682.0,Lancar
K-0444,2025-10-10,Jakarta,Kuliner,,,7.0,10.7,2.0,ya,501.0,Lancar
K-0445,2024-07-22,medan ,fashion,15.2,127.0,6.0,13.0,1.0,Ya,648.0,Lancar
K-0446,14/12/2024,Surabaya,KULINER,70.1,149.0,8.0,38.3,1.0,ya,582.0,Lancar
K-0447,2025-12-09,BDG ,Retail,14.6,145.0,7.0,12.0,0.0,Y,608.0,Lancar
K-0448,2025-02-24,Makassar,Kerajinan,7.3,106.0,2.0,5.8,1.0,Tidak,543.0,Macet
K-0449,2025-05-27,bandung,fashion ,48.7,,7.0,45.9,4.0,T,370.0,Macet
K-0450,18/06/2025,SBY,Retail,22.4,150.0,1.0,16.8,2.0,Y,628.0,Lancar
K-0451,"Dec 27, 2024",YOG ,kerajinan,30.7,121.0,3.0,19.1,3.0,tidak,477.0,Lancar
K-0452,2024-07-26,Jakarta,Pertanian,44.8,137.0,3.0,44.8,1.0,T,557.0,Lancar
K-0453,"Feb 10, 2025",makassar,pertanian,4.5,149.0,5.0,1.4,1.0,ya,627.0,Lancar
K-0454,2024-06-07,jakarta,kerajinan ,22.5,29.0,4.0,7.4,,Y,,Macet
K-0455,"May 17, 2025",JKT,fashion,14.3,135.0,3.0,14.9,0.0,1,569.0,Lancar
K-0456,"Mar 23, 2026", Jakarta ,Kerajinan,48.7,147.0,7.0,41.4,3.0,ya,497.0,Macet
K-0456,"Mar 23, 2026", Jakarta ,Kerajinan,48.7,147.0,7.0,41.4,3.0,ya,497.0,Macet
K-0457,03/05/2025,Medan,Jasa,20.3,140.0,3.0,5.2,2.0,Ya,443.0,Lancar
K-0458,2026-01-23,makassar,Kerajinan,22.2,7.0,4.0,10.1,3.0,Tidak,442.0,Lancar
K-0459,"Dec 10, 2024",jkt,Jasa,,104.0,8.0,15.5,2.0,Ya,607.0,Lancar
K-0460,2026-04-16,SBY,retail ,16.0,158.0,1.0,4.6,2.0,ya,624.0,Lancar
K-0461,14/01/2025,,Kuliner,23.9,34.0,8.0,21.9,2.0,Y,524.0,Macet
K-0462,2025-10-08, Jakarta ,Fashion,9.7,50.0,7.0,9.6,4.0,Ya,495.0,Macet
K-0463,2025-03-17,Jakarta,Jasa,24.8,,2.0,18.4,1.0,Ya,640.0,Lancar
K-0464,"Oct 28, 2025", Jakarta ,kerajinan,9.9,,5.0,6.7,0.0,Y,671.0,Lancar
K-0465,2025-05-16,Surabaya,Kerajinan,18.2,116.0,1.0,18.2,3.0,Ya,578.0,Lancar
K-0466,2026-02-20, Jakarta ,JASA,30.3,142.0,4.0,22.7,4.0,,436.0,Macet
K-0467,2025-06-20,Surabaya,PERTANIAN,14.4,18.0,2.0,10.4,1.0,,624.0,Lancar
K-0468,"Nov 02, 2024",Jakarta,Kerajinan,32.0,154.0,7.0,20.4,0.0,ya,634.0,Lancar
K-0469,03/12/2025,bandung,KULINER,23.0,162.0,4.0,14.9,3.0,Ya,526.0,Lancar
K-0470,17/06/2025,JKT,Kerajinan,,124.0,1.0,11.9,1.0,y,539.0,Lancar
K-0471,2026-04-28,Surabaya,,40.3,140.0,2.0,28.4,0.0,Ya,542.0,Lancar
K-0472,2024-09-09,Jakarta,fashion ,25.3,103.0,6.0,17.2,3.0,1,519.0,Macet
K-0473,"Nov 27, 2025",Makassar,retail ,22.6,18.0,7.0,14.7,3.0,n,477.0,Macet
K-0474,07/11/2025,Surabaya,pertanian,70.4,100.0,8.0,51.4,3.0,Y,493.0,Macet
K-0475,30/10/2024,makassar,JASA,61.8,6.0,7.0,25.9,3.0,T,425.0,Macet
K-0476,"Mar 28, 2026",Jakarta,Kuliner,18.0,98.0,7.0,12.7,2.0,ya,504.0,Macet
K-0477,24/08/2024,,retail ,35.6,143.0,3.0,30.3,3.0,Ya,561.0,Lancar
K-0478,2025-08-18,Medan,Kuliner,68.4,120.0,7.0,58.0,5.0,ya,436.0,Macet
K-0479,21/03/2025,Bandung,Retail,13.9,37.0,5.0,14.4,,Tidak,588.0,Macet
K-0480,20/01/2026,Surabaya,jasa,87.3,115.0,8.0,27.3,1.0,Ya,562.0,Lancar
K-0481,28/05/2026,Bandung,retail ,22.2,29.0,3.0,11.3,4.0,Ya,372.0,Macet
K-0482,2024-06-19,jakarta,Pertanian,22.9,43.0,2.0,12.2,2.0,,465.0,Lancar
K-0483,2026-03-01,SBY,Kuliner,33.1,95.0,7.0,11.6,4.0,Ya,554.0,Lancar
K-0484,2025-07-11,SBY,Pertanian,33.3,38.0,3.0,27.7,3.0,1,460.0,Lancar
K-0485,25/08/2025,Surabaya,Kerajinan,46.4,72.0,8.0,45.9,1.0,Tidak,,Macet
K-0486,2024-09-24,Makassar,kerajinan ,42.4,139.0,6.0,15.3,2.0,Ya,498.0,Lancar
K-0487,2024-09-08,Makassar,Retail,30.4,152.0,2.0,24.0,0.0,Ya,641.0,Lancar
K-0488,"Jan 26, 2026",bandung,jasa,29.1,70.0,4.0,11.4,0.0,Tidak,590.0,Lancar
K-0489,24/10/2024,Jakarta,Pertanian,14.5,88.0,5.0,6.0,0.0,0,638.0,Lancar
K-0490,"Mar 08, 2026",BDG ,fashion,18.8,81.0,,10.5,5.0,Ya,,Macet
K-0491,22/01/2026,Surabaya,retail ,10.0,,4.0,3.6,1.0,Ya,561.0,Lancar
K-0492,15/05/2025,medan ,Kerajinan,29.6,122.0,6.0,27.6,2.0,n,522.0,Lancar
K-0493,2025-11-29,Bandung,pertanian,123.2,152.0,1.0,108.9,0.0,1,647.0,Lancar
K-0494,2025-01-12,bandung,JASA,51.5,131.0,8.0,25.0,1.0,N,,Lancar
K-0495,2025-10-28,surabaya,Jasa,29.1,166.0,8.0,10.1,3.0,0,509.0,Lancar
K-0496,08/12/2024,Bandung,PERTANIAN,16.5,8.0,5.0,11.6,1.0,ya,634.0,Lancar
K-0497,2025-02-07,bandung,jasa,15.1,10.0,1.0,7.0,1.0,Ya,598.0,Lancar
K-0498,2026-06-01,Jakarta,jasa,26.7,11.0,2.0,6.7,1.0,Ya,521.0,Lancar
