tanggal,id_transaksi,produk,kategori,jumlah,harga_satuan,total,kota
2026-04-01,TRX-0356,Susu UHT,Minuman,3,7500,22500,Surabaya
2026-05-27,TRX-0357,Ayam Geprek,Makanan,4,22500,90000,Bandung
2026-03-24,TRX-0358,Sate Ayam,Makanan,4,30500,122000,Makassar
2026-04-16,TRX-0359,Nasi Goreng,Makanan,2,25000,50000,Bandung
2026-06-14,TRX-0360,Kue Lapis,Snack,1,15500,15500,Makassar
2026-02-03,TRX-0361,Air Mineral,Minuman,3,4500,13500,Makassar
2026-01-18,TRX-0362,Susu UHT,Minuman,1,7500,7500,Medan
2026-01-14,TRX-0363,Air Mineral,Minuman,3,4500,13500,Bandung
2026-04-14,TRX-0364,Es Teh,Minuman,4,6000,24000,Bandung
2026-01-23,TRX-0365,Pisang Goreng,Snack,4,10500,42000,Surabaya
2026-06-04,TRX-0366,Kue Lapis,Snack,1,16000,16000,Surabaya
2026-02-28,TRX-0367,Nasi Goreng,Makanan,4,25500,102000,Surabaya
2026-05-22,TRX-0368,Susu UHT,Minuman,2,7500,15000,Bandung
2026-05-05,TRX-0369,Martabak,Snack,4,36000,144000,Medan
2026-01-31,TRX-0370,Martabak,Snack,3,35000,105000,Bandung
2026-05-28,TRX-0371,Martabak,Snack,2,35000,70000,Medan
2026-01-18,TRX-0372,Es Teh,Minuman,1,6500,6500,Jakarta
2026-01-31,TRX-0373,Martabak,Snack,3,36000,108000,Bandung
2026-05-24,TRX-0374,Bakso,Makanan,4,18000,72000,Bandung
2026-04-19,TRX-0375,Keripik,Snack,4,12000,48000,Bandung
2026-02-08,TRX-0376,Es Teh,Minuman,4,7000,28000,Medan
2026-06-07,TRX-0377,Kue Lapis,Snack,3,15000,45000,Surabaya
2026-03-27,TRX-0378,Martabak,Snack,1,36000,36000,Medan
2026-04-20,TRX-0379,Air Mineral,Minuman,2,5000,10000,Makassar
2026-01-20,TRX-0380,Sate Ayam,Makanan,2,31000,62000,Bandung
2026-02-16,TRX-0381,Bakso,Makanan,3,18000,54000,Surabaya
2026-04-21,TRX-0382,Martabak,Snack,4,35000,140000,Surabaya
2026-01-19,TRX-0383,Mie Ayam,Makanan,2,20500,41000,Bandung
2026-04-16,TRX-0384,Susu UHT,Minuman,1,7000,7000,Bandung
2026-05-17,TRX-0385,Ayam Geprek,Makanan,1,22000,22000,Medan
2026-03-05,TRX-0386,Keripik,Snack,3,13000,39000,Jakarta
2026-05-01,TRX-0387,Susu UHT,Minuman,3,7500,22500,Bandung
2026-05-20,TRX-0388,Martabak,Snack,4,36000,144000,Bandung
2026-03-28,TRX-0389,Bakso,Makanan,2,18500,37000,Makassar
2026-05-28,TRX-0390,Kue Lapis,Snack,1,15000,15000,Medan
2026-04-13,TRX-0391,Mie Ayam,Makanan,1,20500,20500,Surabaya
2026-02-06,TRX-0392,Mie Ayam,Makanan,3,21000,63000,Surabaya
2026-03-05,TRX-0393,Ayam Geprek,Makanan,4,22500,90000,Makassar
2026-04-29,TRX-0394,Teh Manis,Minuman,4,9000,36000,Medan
2026-06-01,TRX-0395,Nasi Goreng,Makanan,4,25000,100000,Medan
2026-03-14,TRX-0396,Sate Ayam,Makanan,2,30500,61000,Bandung
2026-05-03,TRX-0397,Keripik,Snack,1,13000,13000,Surabaya
2026-05-14,TRX-0398,Keripik,Snack,3,13000,39000,Bandung
2026-04-04,TRX-0399,Susu UHT,Minuman,2,7000,14000,Makassar
2026-04-06,TRX-0400,Susu UHT,Minuman,4,7000,28000,Makassar
2026-01-25,TRX-0401,Kue Lapis,Snack,3,15000,45000,Jakarta
2026-02-10,TRX-0402,Bakso,Makanan,4,18000,72000,Jakarta
2026-01-23,TRX-0403,Es Teh,Minuman,4,6000,24000,Makassar
2026-01-01,TRX-0404,Bakso,Makanan,1,19000,19000,Makassar
2026-06-19,TRX-0405,Ayam Geprek,Makanan,1,22000,22000,Jakarta
2026-06-19,TRX-0406,Keripik,Snack,1,13000,13000,Bandung
2026-04-25,TRX-0407,Martabak,Snack,2,35500,71000,Medan
2026-06-16,TRX-0408,Susu UHT,Minuman,2,8000,16000,Medan
2026-04-24,TRX-0409,Teh Manis,Minuman,4,8000,32000,Surabaya
2026-02-28,TRX-0410,Martabak,Snack,3,35500,106500,Surabaya
2026-01-18,TRX-0411,Air Mineral,Minuman,4,5000,20000,Makassar
2026-03-05,TRX-0412,Pisang Goreng,Snack,2,11000,22000,Bandung
2026-02-20,TRX-0413,Kue Lapis,Snack,4,16000,64000,Bandung
2026-01-24,TRX-0414,Kue Lapis,Snack,4,16000,64000,Bandung
2026-01-04,TRX-0415,Kue Lapis,Snack,2,15500,31000,Medan
2026-04-17,TRX-0416,Kopi Susu,Minuman,1,18500,18500,Jakarta
2026-01-08,TRX-0417,Bakso,Makanan,2,18500,37000,Jakarta
2026-06-28,TRX-0418,Ayam Geprek,Makanan,3,22500,67500,Makassar
2026-04-29,TRX-0419,Kopi Susu,Minuman,4,18500,74000,Medan
2026-05-04,TRX-0420,Keripik,Snack,4,12500,50000,Jakarta
2026-02-09,TRX-0421,Mie Ayam,Makanan,4,20000,80000,Jakarta
2026-06-12,TRX-0422,Kue Lapis,Snack,2,16000,32000,Jakarta
2026-03-08,TRX-0423,Kue Lapis,Snack,4,15500,62000,Makassar
2026-02-28,TRX-0424,Susu UHT,Minuman,1,8000,8000,Medan
2026-02-02,TRX-0425,Sate Ayam,Makanan,2,30500,61000,Makassar
2026-03-15,TRX-0426,Es Teh,Minuman,3,6500,19500,Surabaya
2026-04-03,TRX-0427,Mie Ayam,Makanan,4,20000,80000,Makassar
2026-06-18,TRX-0428,Mie Ayam,Makanan,2,20500,41000,Surabaya
2026-05-31,TRX-0429,Bakso,Makanan,2,19000,38000,Makassar
2026-02-06,TRX-0430,Air Mineral,Minuman,2,4000,8000,Medan
2026-05-13,TRX-0431,Susu UHT,Minuman,1,8000,8000,Makassar
2026-02-10,TRX-0432,Mie Ayam,Makanan,1,20500,20500,Bandung
2026-05-04,TRX-0433,Susu UHT,Minuman,1,7500,7500,Bandung
2026-01-14,TRX-0434,Sate Ayam,Makanan,4,31000,124000,Makassar
2026-01-29,TRX-0435,Nasi Goreng,Makanan,4,25000,100000,Makassar
2026-04-23,TRX-0436,Sate Ayam,Makanan,3,30500,91500,Surabaya
2026-04-18,TRX-0437,Keripik,Snack,3,12000,36000,Bandung
2026-06-05,TRX-0438,Es Teh,Minuman,4,6000,24000,Jakarta
2026-06-11,TRX-0439,Keripik,Snack,2,12000,24000,Medan
2026-04-25,TRX-0440,Susu UHT,Minuman,3,7500,22500,Jakarta
2026-05-04,TRX-0441,Pisang Goreng,Snack,4,10500,42000,Makassar
2026-04-28,TRX-0442,Pisang Goreng,Snack,4,10500,42000,Jakarta
2026-03-26,TRX-0443,Air Mineral,Minuman,4,4000,16000,Medan
2026-01-06,TRX-0444,Es Teh,Minuman,1,6500,6500,Jakarta
2026-01-03,TRX-0445,Keripik,Snack,4,12000,48000,Makassar
2026-01-13,TRX-0446,Nasi Goreng,Makanan,1,25500,25500,Medan
2026-04-11,TRX-0447,Kue Lapis,Snack,4,15500,62000,Surabaya
2026-05-27,TRX-0448,Es Teh,Minuman,4,6000,24000,Makassar
2026-06-01,TRX-0449,Teh Manis,Minuman,1,9000,9000,Jakarta
2026-02-01,TRX-0450,Keripik,Snack,2,13000,26000,Medan
2026-05-08,TRX-0451,Sate Ayam,Makanan,3,30500,91500,Surabaya
2026-06-29,TRX-0452,Nasi Goreng,Makanan,3,26000,78000,Makassar
2026-02-07,TRX-0453,Martabak,Snack,3,35500,106500,Bandung
2026-03-15,TRX-0454,Sate Ayam,Makanan,3,30500,91500,Jakarta
2026-06-06,TRX-0455,Nasi Goreng,Makanan,1,25000,25000,Jakarta
2026-06-21,TRX-0456,Kue Lapis,Snack,4,15000,60000,Bandung
2026-06-27,TRX-0457,Ayam Geprek,Makanan,3,22000,66000,Surabaya
2026-04-12,TRX-0458,Kopi Susu,Minuman,4,18500,74000,Jakarta
2026-04-17,TRX-0459,Mie Ayam,Makanan,1,20500,20500,Medan
2026-03-19,TRX-0460,Ayam Geprek,Makanan,1,22500,22500,Surabaya
2026-02-20,TRX-0461,Air Mineral,Minuman,2,4500,9000,Bandung
2026-01-04,TRX-0462,Kue Lapis,Snack,3,15000,45000,Jakarta
2026-01-20,TRX-0463,Martabak,Snack,4,36000,144000,Makassar
2026-05-24,TRX-0464,Kue Lapis,Snack,3,16000,48000,Surabaya
2026-03-28,TRX-0465,Bakso,Makanan,2,18000,36000,Jakarta
2026-01-15,TRX-0466,Pisang Goreng,Snack,4,10000,40000,Bandung
2026-06-15,TRX-0467,Sate Ayam,Makanan,4,30500,122000,Surabaya
2026-05-14,TRX-0468,Mie Ayam,Makanan,2,20500,41000,Jakarta
2026-02-06,TRX-0469,Air Mineral,Minuman,3,5000,15000,Bandung
2026-04-05,TRX-0470,Sate Ayam,Makanan,2,30500,61000,Medan
2026-02-26,TRX-0471,Martabak,Snack,2,35000,70000,Makassar
2026-05-17,TRX-0472,Pisang Goreng,Snack,3,10500,31500,Jakarta
2026-01-29,TRX-0473,Sate Ayam,Makanan,4,30000,120000,Surabaya
2026-06-28,TRX-0474,Kue Lapis,Snack,3,15000,45000,Surabaya
2026-01-05,TRX-0475,Bakso,Makanan,2,18500,37000,Makassar
2026-03-19,TRX-0476,Keripik,Snack,1,12000,12000,Makassar
2026-06-25,TRX-0477,Es Teh,Minuman,4,7000,28000,Makassar
2026-03-11,TRX-0478,Sate Ayam,Makanan,3,30000,90000,Bandung
2026-06-26,TRX-0479,Pisang Goreng,Snack,4,11000,44000,Jakarta
2026-03-24,TRX-0480,Susu UHT,Minuman,3,7500,22500,Makassar
2026-04-20,TRX-0481,Bakso,Makanan,4,19000,76000,Makassar
2026-05-20,TRX-0482,Teh Manis,Minuman,4,9000,36000,Surabaya
2026-05-09,TRX-0483,Es Teh,Minuman,4,7000,28000,Jakarta
2026-06-14,TRX-0484,Teh Manis,Minuman,1,8500,8500,Jakarta
2026-04-27,TRX-0485,Susu UHT,Minuman,1,7500,7500,Jakarta
2026-05-22,TRX-0486,Martabak,Snack,1,36000,36000,Surabaya
2026-03-14,TRX-0487,Pisang Goreng,Snack,4,11000,44000,Jakarta
2026-02-27,TRX-0488,Air Mineral,Minuman,4,4000,16000,Medan
2026-01-21,TRX-0489,Bakso,Makanan,4,18000,72000,Jakarta
2026-06-20,TRX-0490,Ayam Geprek,Makanan,4,22000,88000,Bandung
2026-03-23,TRX-0491,Teh Manis,Minuman,2,8000,16000,Medan
2026-05-16,TRX-0492,Keripik,Snack,4,13000,52000,Jakarta
2026-02-15,TRX-0493,Nasi Goreng,Makanan,1,26000,26000,Makassar
2026-01-01,TRX-0494,Kopi Susu,Minuman,4,19000,76000,Medan
2026-06-09,TRX-0495,Pisang Goreng,Snack,2,10500,21000,Surabaya
2026-05-10,TRX-0496,Keripik,Snack,3,13000,39000,Makassar
2026-03-04,TRX-0497,Nasi Goreng,Makanan,2,25500,51000,Bandung
2026-05-18,TRX-0498,Pisang Goreng,Snack,4,10500,42000,Jakarta
2026-04-10,TRX-0499,Martabak,Snack,1,35500,35500,Jakarta
2026-05-03,TRX-0500,Kue Lapis,Snack,1,16000,16000,Makassar
2026-03-20,TRX-0501,Pisang Goreng,Snack,2,11000,22000,Medan
2026-06-24,TRX-0502,Kue Lapis,Snack,2,15500,31000,Medan
2026-03-04,TRX-0503,Susu UHT,Minuman,2,7500,15000,Bandung
2026-03-19,TRX-0504,Kopi Susu,Minuman,4,18000,72000,Bandung
2026-06-22,TRX-0505,Nasi Goreng,Makanan,1,25500,25500,Makassar
2026-05-31,TRX-0506,Kopi Susu,Minuman,3,18500,55500,Jakarta
2026-04-28,TRX-0507,Ayam Geprek,Makanan,4,22500,90000,Bandung
2026-06-03,TRX-0508,Bakso,Makanan,3,19000,57000,Makassar
2026-05-03,TRX-0509,Teh Manis,Minuman,1,8000,8000,Makassar
2026-04-10,TRX-0510,Martabak,Snack,1,35500,35500,Surabaya
2026-01-11,TRX-0511,Pisang Goreng,Snack,4,10500,42000,Makassar
2026-05-03,TRX-0512,Kue Lapis,Snack,1,15500,15500,Bandung
2026-06-16,TRX-0513,Bakso,Makanan,2,18000,36000,Bandung
2026-01-20,TRX-0514,Es Teh,Minuman,2,7000,14000,Makassar
2026-04-22,TRX-0515,Susu UHT,Minuman,1,8000,8000,Bandung
2026-01-07,TRX-0516,Mie Ayam,Makanan,4,20000,80000,Jakarta
2026-06-10,TRX-0517,Air Mineral,Minuman,1,5000,5000,Medan
2026-05-11,TRX-0518,Bakso,Makanan,1,18000,18000,Jakarta
2026-02-02,TRX-0519,Martabak,Snack,2,35500,71000,Medan
2026-06-20,TRX-0520,Keripik,Snack,2,12500,25000,Surabaya
2026-05-22,TRX-0521,Nasi Goreng,Makanan,4,25500,102000,Surabaya
2026-03-06,TRX-0522,Keripik,Snack,4,12500,50000,Surabaya
2026-05-22,TRX-0523,Es Teh,Minuman,3,6000,18000,Jakarta
2026-01-06,TRX-0524,Kue Lapis,Snack,1,16000,16000,Jakarta
2026-01-05,TRX-0525,Kue Lapis,Snack,1,16000,16000,Makassar
2026-04-30,TRX-0526,Sate Ayam,Makanan,1,31000,31000,Makassar
2026-02-25,TRX-0527,Kopi Susu,Minuman,2,18500,37000,Bandung
2026-05-29,TRX-0528,Mie Ayam,Makanan,4,20500,82000,Medan
2026-05-22,TRX-0529,Mie Ayam,Makanan,4,21000,84000,Surabaya
2026-06-30,TRX-0530,Bakso,Makanan,1,18500,18500,Surabaya
2026-02-09,TRX-0531,Susu UHT,Minuman,2,7500,15000,Makassar
2026-05-26,TRX-0532,Kue Lapis,Snack,4,16000,64000,Medan
2026-01-04,TRX-0533,Ayam Geprek,Makanan,3,23000,69000,Surabaya
2026-03-29,TRX-0534,Kue Lapis,Snack,3,15000,45000,Jakarta
2026-05-26,TRX-0535,Kopi Susu,Minuman,2,19000,38000,Jakarta
2026-06-12,TRX-0536,Air Mineral,Minuman,1,4000,4000,Medan
2026-02-02,TRX-0537,Air Mineral,Minuman,4,4500,18000,Bandung
2026-03-01,TRX-0538,Mie Ayam,Makanan,2,20500,41000,Makassar
2026-05-30,TRX-0539,Kopi Susu,Minuman,4,19000,76000,Jakarta
2026-03-08,TRX-0540,Air Mineral,Minuman,3,5000,15000,Bandung
2026-02-14,TRX-0541,Bakso,Makanan,2,18500,37000,Bandung
2026-06-13,TRX-0542,Bakso,Makanan,3,18500,55500,Medan
2026-04-15,TRX-0543,Martabak,Snack,3,35500,106500,Surabaya
2026-03-14,TRX-0544,Sate Ayam,Makanan,3,31000,93000,Medan
2026-04-07,TRX-0545,Martabak,Snack,1,35500,35500,Medan
2026-04-02,TRX-0546,Susu UHT,Minuman,2,7000,14000,Makassar
2026-03-10,TRX-0547,Keripik,Snack,4,12000,48000,Medan
2026-01-10,TRX-0548,Kue Lapis,Snack,2,15000,30000,Medan
2026-06-07,TRX-0549,Bakso,Makanan,4,18000,72000,Jakarta
2026-05-19,TRX-0550,Nasi Goreng,Makanan,4,25000,100000,Makassar
2026-04-20,TRX-0551,Bakso,Makanan,2,19000,38000,Bandung
2026-03-22,TRX-0552,Susu UHT,Minuman,2,7500,15000,Medan
2026-06-10,TRX-0553,Mie Ayam,Makanan,1,20000,20000,Bandung
2026-02-15,TRX-0554,Keripik,Snack,2,13000,26000,Makassar
2026-02-10,TRX-0555,Air Mineral,Minuman,2,4500,9000,Medan
2026-03-17,TRX-0556,Bakso,Makanan,4,18500,74000,Medan
2026-02-25,TRX-0557,Mie Ayam,Makanan,2,20000,40000,Bandung
2026-03-24,TRX-0558,Susu UHT,Minuman,1,7000,7000,Surabaya
2026-03-08,TRX-0559,Nasi Goreng,Makanan,3,26000,78000,Jakarta
2026-06-28,TRX-0560,Keripik,Snack,2,12000,24000,Medan
2026-02-08,TRX-0561,Pisang Goreng,Snack,2,10500,21000,Medan
2026-01-12,TRX-0562,Air Mineral,Minuman,3,4000,12000,Surabaya
2026-06-28,TRX-0563,Sate Ayam,Makanan,4,31000,124000,Surabaya
2026-06-25,TRX-0564,Kopi Susu,Minuman,3,18500,55500,Jakarta
2026-05-25,TRX-0565,Sate Ayam,Makanan,2,30000,60000,Makassar
2026-01-01,TRX-0566,Mie Ayam,Makanan,2,20000,40000,Bandung
2026-06-18,TRX-0567,Susu UHT,Minuman,2,7000,14000,Jakarta
2026-03-22,TRX-0568,Sate Ayam,Makanan,1,30500,30500,Jakarta
2026-01-21,TRX-0569,Martabak,Snack,2,35000,70000,Surabaya
2026-01-02,TRX-0570,Air Mineral,Minuman,1,4500,4500,Medan
2026-03-24,TRX-0571,Bakso,Makanan,3,19000,57000,Jakarta
2026-03-24,TRX-0572,Es Teh,Minuman,4,6500,26000,Jakarta
2026-03-20,TRX-0573,Nasi Goreng,Makanan,4,26000,104000,Surabaya
2026-03-20,TRX-0574,Susu UHT,Minuman,3,7500,22500,Medan
2026-06-17,TRX-0575,Mie Ayam,Makanan,3,21000,63000,Jakarta
2026-02-01,TRX-0576,Susu UHT,Minuman,3,7000,21000,Medan
2026-05-16,TRX-0577,Pisang Goreng,Snack,2,11000,22000,Bandung
2026-01-30,TRX-0578,Air Mineral,Minuman,3,5000,15000,Jakarta
2026-01-14,TRX-0579,Susu UHT,Minuman,4,8000,32000,Surabaya
2026-05-17,TRX-0580,Ayam Geprek,Makanan,2,22500,45000,Bandung
2026-02-13,TRX-0581,Kue Lapis,Snack,4,15000,60000,Jakarta
2026-03-25,TRX-0582,Ayam Geprek,Makanan,4,22000,88000,Makassar
2026-05-18,TRX-0583,Es Teh,Minuman,4,6500,26000,Medan
2026-05-28,TRX-0584,Kue Lapis,Snack,2,15500,31000,Bandung
2026-01-11,TRX-0585,Ayam Geprek,Makanan,3,23000,69000,Surabaya
2026-02-16,TRX-0586,Keripik,Snack,1,12000,12000,Medan
2026-06-21,TRX-0587,Mie Ayam,Makanan,1,20000,20000,Jakarta
2026-04-26,TRX-0588,Kue Lapis,Snack,2,15500,31000,Makassar
2026-06-07,TRX-0589,Kopi Susu,Minuman,4,18000,72000,Jakarta
2026-03-31,TRX-0590,Keripik,Snack,2,12500,25000,Jakarta
2026-01-22,TRX-0591,Kue Lapis,Snack,1,15000,15000,Bandung
2026-01-14,TRX-0592,Nasi Goreng,Makanan,4,25000,100000,Jakarta
2026-04-17,TRX-0593,Bakso,Makanan,1,19000,19000,Jakarta
2026-04-06,TRX-0594,Sate Ayam,Makanan,3,30000,90000,Makassar
2026-06-21,TRX-0595,Pisang Goreng,Snack,2,10500,21000,Medan
2026-02-10,TRX-0596,Nasi Goreng,Makanan,3,26000,78000,Medan
2026-06-09,TRX-0597,Air Mineral,Minuman,4,4000,16000,Jakarta
2026-06-01,TRX-0598,Martabak,Snack,3,35500,106500,Makassar
2026-02-11,TRX-0599,Air Mineral,Minuman,1,4000,4000,Surabaya
2026-03-30,TRX-0600,Kopi Susu,Minuman,1,18500,18500,Bandung
2026-01-22,TRX-0601,Keripik,Snack,3,13000,39000,Makassar
2026-03-18,TRX-0602,Ayam Geprek,Makanan,3,22000,66000,Makassar
2026-01-10,TRX-0603,Nasi Goreng,Makanan,4,25000,100000,Makassar
2026-03-12,TRX-0604,Mie Ayam,Makanan,4,20500,82000,Makassar
2026-04-17,TRX-0605,Kopi Susu,Minuman,1,18000,18000,Medan
2026-06-05,TRX-0606,Keripik,Snack,4,13000,52000,Makassar
2026-04-11,TRX-0607,Nasi Goreng,Makanan,1,25500,25500,Jakarta
2026-01-23,TRX-0608,Teh Manis,Minuman,1,8500,8500,Surabaya
2026-03-15,TRX-0609,Es Teh,Minuman,1,6000,6000,Surabaya
2026-06-11,TRX-0610,Susu UHT,Minuman,1,7000,7000,Makassar
2026-06-10,TRX-0611,Air Mineral,Minuman,1,4500,4500,Bandung
2026-01-21,TRX-0612,Air Mineral,Minuman,3,5000,15000,Surabaya
2026-04-29,TRX-0613,Nasi Goreng,Makanan,4,25500,102000,Jakarta
2026-03-28,TRX-0614,Bakso,Makanan,3,19000,57000,Makassar
2026-05-20,TRX-0615,Sate Ayam,Makanan,3,31000,93000,Bandung
2026-02-11,TRX-0616,Pisang Goreng,Snack,4,10000,40000,Jakarta
2026-06-01,TRX-0617,Susu UHT,Minuman,4,8000,32000,Bandung
2026-03-29,TRX-0618,Mie Ayam,Makanan,4,21000,84000,Surabaya
2026-06-12,TRX-0619,Kue Lapis,Snack,1,15500,15500,Medan
2026-03-10,TRX-0620,Teh Manis,Minuman,2,9000,18000,Medan
2026-05-21,TRX-0621,Air Mineral,Minuman,1,5000,5000,Jakarta
2026-03-08,TRX-0622,Mie Ayam,Makanan,3,20500,61500,Jakarta
2026-03-14,TRX-0623,Mie Ayam,Makanan,4,20000,80000,Bandung
2026-04-22,TRX-0624,Mie Ayam,Makanan,4,20000,80000,Makassar
2026-03-13,TRX-0625,Kopi Susu,Minuman,2,18000,36000,Medan
2026-05-03,TRX-0626,Nasi Goreng,Makanan,1,25000,25000,Surabaya
2026-04-20,TRX-0627,Martabak,Snack,3,35500,106500,Jakarta
2026-01-13,TRX-0628,Mie Ayam,Makanan,4,20500,82000,Bandung
2026-05-22,TRX-0629,Nasi Goreng,Makanan,2,26000,52000,Bandung
2026-04-22,TRX-0630,Bakso,Makanan,4,18500,74000,Medan
2026-05-10,TRX-0631,Nasi Goreng,Makanan,1,26000,26000,Bandung
2026-06-30,TRX-0632,Kue Lapis,Snack,4,16000,64000,Surabaya
2026-02-17,TRX-0633,Keripik,Snack,2,12000,24000,Medan
2026-02-05,TRX-0634,Keripik,Snack,1,12500,12500,Surabaya
2026-02-10,TRX-0635,Ayam Geprek,Makanan,2,23000,46000,Surabaya
2026-01-11,TRX-0636,Nasi Goreng,Makanan,1,25000,25000,Surabaya
2026-03-27,TRX-0637,Air Mineral,Minuman,4,4000,16000,Makassar
2026-06-05,TRX-0638,Pisang Goreng,Snack,4,10500,42000,Jakarta
2026-02-25,TRX-0639,Martabak,Snack,2,36000,72000,Surabaya
2026-05-04,TRX-0640,Keripik,Snack,2,13000,26000,Makassar
2026-05-20,TRX-0641,Es Teh,Minuman,2,6500,13000,Jakarta
2026-05-04,TRX-0642,Sate Ayam,Makanan,3,30000,90000,Medan
2026-04-27,TRX-0643,Kue Lapis,Snack,3,15500,46500,Medan
2026-04-14,TRX-0644,Bakso,Makanan,3,18500,55500,Surabaya
2026-06-21,TRX-0645,Kue Lapis,Snack,2,16000,32000,Makassar
2026-03-30,TRX-0646,Teh Manis,Minuman,1,9000,9000,Bandung
2026-04-28,TRX-0647,Sate Ayam,Makanan,2,31000,62000,Surabaya
2026-03-26,TRX-0648,Sate Ayam,Makanan,3,31000,93000,Jakarta
2026-01-22,TRX-0649,Nasi Goreng,Makanan,3,25000,75000,Surabaya
2026-02-15,TRX-0650,Es Teh,Minuman,2,7000,14000,Jakarta
2026-06-28,TRX-0651,Kue Lapis,Snack,3,15000,45000,Makassar
2026-01-22,TRX-0652,Ayam Geprek,Makanan,2,23000,46000,Jakarta
2026-01-20,TRX-0653,Kue Lapis,Snack,2,15500,31000,Bandung
2026-03-08,TRX-0654,Es Teh,Minuman,2,6500,13000,Surabaya
2026-06-10,TRX-0655,Kopi Susu,Minuman,1,18500,18500,Jakarta
2026-06-04,TRX-0656,Nasi Goreng,Makanan,3,25000,75000,Medan
2026-05-04,TRX-0657,Teh Manis,Minuman,4,9000,36000,Surabaya
2026-02-26,TRX-0658,Kue Lapis,Snack,1,16000,16000,Makassar
2026-06-08,TRX-0659,Bakso,Makanan,2,18500,37000,Bandung
2026-04-16,TRX-0660,Ayam Geprek,Makanan,2,22500,45000,Bandung
2026-05-03,TRX-0661,Mie Ayam,Makanan,3,20000,60000,Bandung
2026-03-20,TRX-0662,Sate Ayam,Makanan,4,30500,122000,Makassar
2026-05-29,TRX-0663,Pisang Goreng,Snack,3,10500,31500,Makassar
2026-05-31,TRX-0664,Mie Ayam,Makanan,4,20000,80000,Makassar
2026-03-24,TRX-0665,Sate Ayam,Makanan,4,30000,120000,Jakarta
2026-04-06,TRX-0666,Bakso,Makanan,4,18000,72000,Jakarta
2026-02-19,TRX-0667,Kue Lapis,Snack,2,15000,30000,Jakarta
2026-05-19,TRX-0668,Teh Manis,Minuman,3,8500,25500,Makassar
2026-03-26,TRX-0669,Pisang Goreng,Snack,4,10000,40000,Medan
2026-01-05,TRX-0670,Martabak,Snack,2,36000,72000,Bandung
2026-03-05,TRX-0671,Kopi Susu,Minuman,2,18000,36000,Bandung
2026-06-20,TRX-0672,Nasi Goreng,Makanan,1,26000,26000,Medan
2026-03-19,TRX-0673,Susu UHT,Minuman,4,7500,30000,Makassar
2026-04-12,TRX-0674,Ayam Geprek,Makanan,4,23000,92000,Jakarta
2026-01-13,TRX-0675,Kopi Susu,Minuman,2,19000,38000,Medan
2026-03-12,TRX-0676,Mie Ayam,Makanan,1,20500,20500,Bandung
2026-01-25,TRX-0677,Air Mineral,Minuman,4,5000,20000,Bandung
2026-02-21,TRX-0678,Mie Ayam,Makanan,2,20000,40000,Jakarta
2026-06-24,TRX-0679,Ayam Geprek,Makanan,2,22000,44000,Medan
2026-01-26,TRX-0680,Bakso,Makanan,3,18000,54000,Makassar
2026-02-01,TRX-0681,Air Mineral,Minuman,1,4500,4500,Jakarta
2026-06-03,TRX-0682,Keripik,Snack,2,12000,24000,Jakarta
2026-03-19,TRX-0683,Sate Ayam,Makanan,3,31000,93000,Jakarta
2026-05-30,TRX-0684,Kue Lapis,Snack,1,15500,15500,Jakarta
2026-01-08,TRX-0685,Air Mineral,Minuman,1,4500,4500,Surabaya
2026-01-07,TRX-0686,Kue Lapis,Snack,2,16000,32000,Jakarta
2026-02-01,TRX-0687,Sate Ayam,Makanan,2,31000,62000,Makassar
2026-03-03,TRX-0688,Air Mineral,Minuman,1,4000,4000,Jakarta
2026-06-26,TRX-0689,Es Teh,Minuman,4,6500,26000,Bandung
2026-03-08,TRX-0690,Es Teh,Minuman,4,6000,24000,Surabaya
2026-06-19,TRX-0691,Susu UHT,Minuman,4,8000,32000,Medan
2026-04-13,TRX-0692,Es Teh,Minuman,3,7000,21000,Jakarta
2026-03-07,TRX-0693,Mie Ayam,Makanan,4,21000,84000,Surabaya
2026-01-10,TRX-0694,Keripik,Snack,1,12000,12000,Surabaya
2026-01-21,TRX-0695,Teh Manis,Minuman,3,8500,25500,Medan
2026-06-12,TRX-0696,Teh Manis,Minuman,4,9000,36000,Bandung
2026-04-08,TRX-0697,Mie Ayam,Makanan,2,20500,41000,Jakarta
2026-05-27,TRX-0698,Air Mineral,Minuman,2,5000,10000,Jakarta
2026-01-22,TRX-0699,Bakso,Makanan,4,18500,74000,Jakarta
2026-04-09,TRX-0700,Pisang Goreng,Snack,4,10000,40000,Surabaya
2026-01-08,TRX-0701,Bakso,Makanan,3,18500,55500,Jakarta
2026-05-05,TRX-0702,Nasi Goreng,Makanan,2,25500,51000,Medan
2026-06-18,TRX-0703,Susu UHT,Minuman,4,8000,32000,Jakarta
2026-03-04,TRX-0704,Mie Ayam,Makanan,1,21000,21000,Bandung
2026-05-30,TRX-0705,Mie Ayam,Makanan,3,20000,60000,Surabaya
2026-03-25,TRX-0706,Martabak,Snack,3,35500,106500,Makassar
2026-03-21,TRX-0707,Keripik,Snack,2,12500,25000,Surabaya
2026-05-05,TRX-0708,Kopi Susu,Minuman,1,18000,18000,Jakarta
2026-06-20,TRX-0709,Keripik,Snack,1,13000,13000,Jakarta
2026-05-29,TRX-0710,Ayam Geprek,Makanan,2,22000,44000,Surabaya
2026-05-05,TRX-0711,Ayam Geprek,Makanan,3,22500,67500,Bandung
2026-06-13,TRX-0712,Sate Ayam,Makanan,2,31000,62000,Medan
