id_pelanggan,umur,kota,paket,lama_berlangganan_bulan,tagihan_bulanan,churn
C-0570,24,Medan,Sultan,18,161000,0
C-0571,70,Semarang,Hemat,53,61000,0
C-0572,62,Medan,Sultan+,41,257000,0
C-0573,68,Medan,Sultan+,40,256000,0
C-0574,69,Semarang,Sultan+,5,257000,0
C-0575,41,Surabaya,Sultan+,47,256000,0
C-0576,60,Semarang,Data Only,23,97000,0
C-0577,39,Bandung,Sultan+,51,251000,0
C-0578,40,Makassar,Sultan+,2,246000,0
C-0579,24,Makassar,Sultan,1,164000,0
C-0580,65,Makassar,Sultan+,48,249000,0
C-0581,56,Medan,Data Only,44,93000,0
C-0582,54,Semarang,Data Only,54,94000,1
C-0583,58,Medan,Data Only,24,90000,1
C-0584,37,Semarang,Sultan+,19,252000,0
C-0585,34,Bandung,Data Only,29,83000,0
C-0586,21,Makassar,Hemat,7,69000,1
C-0587,32,Jakarta,Data Only,58,92000,0
C-0588,25,Jakarta,Sultan,14,160000,1
C-0589,18,Jakarta,Sultan,34,156000,0
C-0590,70,Bandung,Sultan+,40,264000,0
C-0591,29,Surabaya,Data Only,53,97000,0
C-0592,60,Makassar,Sultan,56,158000,0
C-0593,66,Surabaya,Data Only,23,99000,0
C-0594,53,Jakarta,Sultan,32,154000,0
C-0595,45,Makassar,Sultan+,30,246000,0
C-0596,26,Semarang,Data Only,3,86000,0
C-0597,45,Makassar,Hemat,12,70000,1
C-0598,55,Jakarta,Sultan,20,145000,0
C-0599,37,Semarang,Data Only,49,88000,0
C-0600,33,Jakarta,Sultan,54,145000,0
C-0601,65,Surabaya,Hemat,18,54000,0
C-0602,27,Makassar,Hemat,47,55000,0
C-0603,27,Surabaya,Sultan+,6,262000,0
C-0604,63,Medan,Data Only,40,80000,0
C-0605,47,Makassar,Sultan+,30,248000,0
C-0606,50,Bandung,Data Only,5,97000,0
C-0607,67,Bandung,Sultan+,4,254000,0
C-0608,62,Semarang,Data Only,5,93000,0
C-0609,48,Jakarta,Sultan+,54,248000,0
C-0610,48,Bandung,Sultan,9,163000,0
C-0611,20,Semarang,Data Only,11,87000,0
C-0612,53,Semarang,Sultan,57,162000,0
C-0613,39,Jakarta,Sultan,56,158000,0
C-0614,40,Surabaya,Sultan,37,152000,0
C-0615,48,Medan,Data Only,18,91000,0
C-0616,64,Bandung,Data Only,53,83000,1
C-0617,34,Semarang,Sultan,31,160000,0
C-0618,65,Surabaya,Hemat,11,69000,0
C-0619,47,Bandung,Sultan,18,150000,0
C-0620,33,Jakarta,Sultan,13,157000,0
C-0621,70,Bandung,Sultan+,56,261000,1
C-0622,34,Makassar,Data Only,4,95000,0
C-0623,29,Semarang,Hemat,39,67000,0
C-0624,40,Surabaya,Sultan+,39,256000,0
C-0625,64,Medan,Hemat,53,55000,0
C-0626,50,Surabaya,Hemat,9,70000,0
C-0627,28,Surabaya,Hemat,58,54000,0
C-0628,64,Jakarta,Sultan,10,161000,0
C-0629,41,Surabaya,Sultan+,3,247000,0
C-0630,64,Jakarta,Sultan+,36,246000,1
C-0631,24,Semarang,Sultan+,18,247000,0
C-0632,17,Bandung,Data Only,39,82000,0
C-0633,56,Makassar,Hemat,21,59000,0
C-0634,49,Medan,Sultan,11,148000,1
C-0635,62,Jakarta,Hemat,47,62000,0
C-0636,20,Bandung,Data Only,56,97000,0
C-0637,63,Medan,Sultan+,20,257000,0
C-0638,48,Jakarta,Sultan,52,145000,0
C-0639,64,Jakarta,Sultan+,51,261000,0
C-0640,23,Makassar,Sultan,42,162000,0
C-0641,30,Medan,Hemat,52,62000,0
C-0642,37,Semarang,Sultan+,6,261000,0
C-0643,18,Medan,Data Only,32,97000,0
C-0644,57,Semarang,Sultan,38,159000,0
C-0645,37,Jakarta,Data Only,15,84000,0
C-0646,67,Semarang,Data Only,49,87000,0
C-0647,55,Makassar,Hemat,45,60000,0
C-0648,70,Makassar,Sultan+,38,262000,0
C-0649,41,Bandung,Sultan+,14,264000,1
C-0650,61,Surabaya,Sultan,60,154000,0
C-0651,41,Surabaya,Hemat,16,54000,0
C-0652,41,Makassar,Sultan,23,159000,0
C-0653,38,Medan,Hemat,28,56000,0
C-0654,58,Bandung,Sultan+,43,250000,0
C-0655,54,Medan,Sultan,24,157000,0
C-0656,42,Makassar,Sultan,7,154000,0
C-0657,63,Bandung,Sultan+,44,260000,0
C-0658,48,Makassar,Hemat,43,63000,0
C-0659,58,Makassar,Data Only,50,90000,0
C-0660,27,Jakarta,Sultan,4,149000,0
C-0661,39,Jakarta,Sultan+,46,265000,0
C-0662,46,Bandung,Hemat,37,52000,0
C-0663,20,Bandung,Sultan+,10,251000,0
C-0664,62,Jakarta,Hemat,23,55000,0
C-0665,30,Medan,Hemat,31,50000,0
C-0666,53,Jakarta,Sultan,40,159000,0
C-0667,44,Semarang,Sultan+,59,247000,0
C-0668,46,Semarang,Hemat,18,67000,0
C-0669,60,Jakarta,Sultan+,43,249000,0
C-0670,70,Jakarta,Data Only,52,98000,0
C-0671,55,Jakarta,Sultan,41,155000,0
C-0672,47,Semarang,Sultan,49,151000,0
C-0673,23,Bandung,Hemat,15,50000,0
C-0674,49,Semarang,Hemat,42,58000,0
C-0675,60,Semarang,Sultan,5,163000,1
C-0676,36,Makassar,Sultan+,26,255000,1
C-0677,60,Jakarta,Data Only,8,87000,0
C-0678,60,Semarang,Sultan,38,146000,0
C-0679,27,Bandung,Data Only,11,97000,0
C-0680,50,Medan,Sultan+,52,261000,1
C-0681,22,Jakarta,Hemat,57,55000,0
C-0682,26,Medan,Data Only,19,83000,0
C-0683,62,Bandung,Data Only,24,92000,1
C-0684,67,Medan,Sultan,50,159000,0
C-0685,33,Medan,Hemat,58,56000,0
C-0686,49,Semarang,Hemat,47,52000,0
C-0687,49,Makassar,Sultan,29,159000,0
C-0688,28,Surabaya,Sultan+,3,265000,0
C-0689,49,Semarang,Sultan,13,157000,0
C-0690,34,Medan,Hemat,26,68000,0
C-0691,26,Semarang,Data Only,14,81000,0
C-0692,48,Medan,Sultan+,34,248000,0
C-0693,23,Medan,Data Only,5,80000,0
C-0694,36,Medan,Sultan,12,149000,0
C-0695,65,Semarang,Sultan,21,157000,0
C-0696,25,Semarang,Data Only,34,83000,1
C-0697,53,Makassar,Sultan+,57,247000,0
C-0698,70,Makassar,Data Only,56,82000,0
C-0699,33,Bandung,Data Only,28,88000,0
C-0700,26,Jakarta,Sultan+,55,257000,0
C-0701,38,Semarang,Sultan+,48,248000,0
C-0702,38,Semarang,Data Only,39,91000,0
C-0703,63,Bandung,Sultan+,32,259000,0
C-0704,26,Makassar,Hemat,23,60000,0
C-0705,20,Semarang,Data Only,1,97000,0
C-0706,54,Jakarta,Data Only,20,84000,1
C-0707,58,Makassar,Data Only,51,83000,0
C-0708,38,Makassar,Sultan+,15,265000,0
C-0709,32,Jakarta,Sultan,12,159000,1
C-0710,20,Medan,Hemat,30,61000,0
C-0711,22,Bandung,Sultan+,12,247000,0
C-0712,62,Surabaya,Sultan+,60,255000,0
C-0713,30,Makassar,Data Only,42,80000,0
C-0714,57,Semarang,Sultan+,21,264000,0
C-0715,46,Medan,Data Only,54,85000,0
C-0716,41,Semarang,Sultan,51,146000,1
C-0717,65,Medan,Hemat,49,64000,1
C-0718,20,Jakarta,Data Only,50,93000,0
C-0719,52,Surabaya,Data Only,4,90000,0
C-0720,42,Jakarta,Sultan,31,149000,0
C-0721,48,Makassar,Hemat,12,50000,0
C-0722,70,Jakarta,Hemat,9,64000,1
C-0723,59,Makassar,Sultan+,57,251000,1
C-0724,51,Semarang,Sultan,15,145000,0
C-0725,50,Medan,Hemat,17,59000,0
C-0726,28,Makassar,Hemat,6,69000,1
C-0727,51,Bandung,Sultan+,60,255000,1
C-0728,31,Makassar,Sultan,45,155000,0
C-0729,52,Medan,Sultan,19,152000,0
C-0730,68,Semarang,Sultan,44,149000,0
C-0731,61,Semarang,Data Only,42,98000,0
C-0732,61,Surabaya,Hemat,13,68000,0
C-0733,63,Medan,Sultan+,6,247000,0
C-0734,21,Surabaya,Sultan+,52,252000,0
C-0735,40,Jakarta,Sultan+,37,246000,0
C-0736,51,Surabaya,Sultan+,44,262000,0
C-0737,68,Semarang,Hemat,16,59000,0
C-0738,67,Medan,Hemat,48,64000,0
C-0739,19,Semarang,Data Only,59,97000,0
C-0740,18,Semarang,Hemat,52,65000,0
C-0741,31,Semarang,Sultan+,15,265000,0
C-0742,42,Medan,Sultan,60,162000,0
C-0743,53,Bandung,Sultan+,40,248000,0
C-0744,45,Makassar,Sultan,39,161000,0
C-0745,70,Jakarta,Sultan+,25,252000,0
C-0746,58,Jakarta,Data Only,18,80000,0
C-0747,17,Surabaya,Hemat,32,54000,0
C-0748,41,Jakarta,Sultan,59,160000,1
C-0749,60,Medan,Sultan,30,163000,0
C-0750,38,Surabaya,Sultan,55,155000,0
C-0751,41,Semarang,Data Only,38,88000,0
C-0752,43,Jakarta,Sultan,37,158000,0
C-0753,68,Bandung,Hemat,43,51000,0
C-0754,67,Semarang,Hemat,10,63000,1
C-0755,42,Makassar,Data Only,43,86000,0
C-0756,35,Jakarta,Hemat,2,70000,1
C-0757,33,Makassar,Sultan,57,157000,0
C-0758,61,Jakarta,Hemat,60,53000,0
C-0759,46,Makassar,Sultan+,35,263000,0
C-0760,29,Bandung,Hemat,1,60000,0
C-0761,64,Semarang,Data Only,22,93000,0
C-0762,61,Jakarta,Hemat,26,51000,0
C-0763,31,Jakarta,Hemat,8,53000,0
C-0764,18,Bandung,Data Only,51,95000,0
C-0765,54,Surabaya,Hemat,42,58000,0
C-0766,69,Makassar,Hemat,49,53000,0
C-0767,44,Bandung,Data Only,31,87000,0
C-0768,68,Jakarta,Sultan+,42,255000,0
C-0769,38,Makassar,Hemat,12,61000,0
C-0770,55,Bandung,Sultan,8,165000,1
C-0771,20,Surabaya,Hemat,47,68000,0
C-0772,44,Semarang,Sultan+,39,257000,0
C-0773,54,Surabaya,Sultan+,57,255000,0
C-0774,22,Medan,Sultan+,60,264000,0
C-0775,41,Jakarta,Hemat,3,69000,0
C-0776,59,Bandung,Hemat,47,56000,0
C-0777,42,Bandung,Data Only,7,97000,0
C-0778,59,Bandung,Sultan+,11,257000,1
C-0779,54,Medan,Sultan+,8,250000,0
C-0780,65,Jakarta,Data Only,52,84000,0
C-0781,63,Makassar,Hemat,45,50000,0
C-0782,35,Semarang,Hemat,5,50000,0
C-0783,61,Makassar,Sultan+,10,258000,0
C-0784,39,Jakarta,Sultan+,52,265000,1
C-0785,48,Surabaya,Sultan+,23,258000,1
C-0786,58,Semarang,Sultan,47,159000,0
C-0787,31,Semarang,Sultan+,8,264000,1
C-0788,60,Surabaya,Sultan+,21,247000,0
C-0789,65,Medan,Sultan+,35,250000,0
C-0790,42,Makassar,Sultan+,34,245000,0
C-0791,60,Makassar,Sultan+,21,253000,0
C-0792,57,Jakarta,Hemat,22,60000,1
C-0793,69,Makassar,Sultan+,52,264000,0
C-0794,68,Jakarta,Sultan+,47,257000,1
C-0795,68,Medan,Sultan,59,145000,0
C-0796,61,Medan,Sultan,5,157000,1
C-0797,28,Jakarta,Data Only,33,84000,0
C-0798,31,Surabaya,Data Only,8,83000,0
C-0799,17,Bandung,Sultan,8,153000,1
C-0800,29,Surabaya,Hemat,44,56000,1
C-0801,33,Medan,Data Only,21,91000,0
C-0802,58,Surabaya,Sultan,38,151000,0
C-0803,36,Jakarta,Sultan,21,159000,0
C-0804,24,Medan,Data Only,28,80000,0
C-0805,46,Medan,Sultan+,40,248000,0
C-0806,45,Jakarta,Data Only,55,81000,0
C-0807,38,Surabaya,Sultan+,58,263000,0
C-0808,57,Jakarta,Sultan+,37,261000,0
C-0809,28,Semarang,Data Only,25,97000,0
C-0810,58,Jakarta,Sultan+,24,256000,0
C-0811,39,Bandung,Sultan+,23,247000,0
C-0812,67,Medan,Data Only,1,83000,1
C-0813,45,Jakarta,Sultan,42,149000,0
C-0814,67,Semarang,Sultan,46,149000,0
C-0815,24,Jakarta,Sultan+,34,246000,0
C-0816,57,Jakarta,Data Only,36,91000,0
C-0817,59,Jakarta,Data Only,40,95000,0
C-0818,60,Medan,Data Only,27,87000,0
C-0819,37,Semarang,Sultan+,48,252000,0
C-0820,23,Medan,Sultan+,29,250000,0
C-0821,35,Makassar,Sultan,55,157000,0
C-0822,52,Surabaya,Data Only,37,81000,0
C-0823,50,Semarang,Data Only,25,95000,0
C-0824,68,Bandung,Sultan,8,145000,1
C-0825,55,Bandung,Sultan,21,158000,0
C-0826,35,Surabaya,Hemat,53,54000,0
C-0827,20,Surabaya,Sultan,26,163000,0
C-0828,24,Semarang,Sultan+,30,260000,1
C-0829,45,Bandung,Sultan+,38,264000,0
C-0830,36,Makassar,Data Only,21,84000,0
C-0831,19,Jakarta,Sultan,44,152000,0
C-0832,43,Medan,Data Only,53,94000,0
C-0833,54,Medan,Hemat,60,56000,1
C-0834,68,Surabaya,Data Only,10,90000,1
C-0835,69,Surabaya,Hemat,37,50000,0
C-0836,47,Surabaya,Hemat,43,68000,0
C-0837,60,Medan,Sultan,3,165000,0
C-0838,42,Medan,Sultan,52,162000,0
C-0839,43,Semarang,Sultan+,12,251000,1
C-0840,70,Semarang,Hemat,7,56000,0
C-0841,52,Surabaya,Sultan+,22,261000,0
C-0842,36,Semarang,Data Only,34,89000,0
C-0843,46,Jakarta,Sultan,41,156000,0
C-0844,42,Semarang,Hemat,54,70000,0
C-0845,37,Makassar,Data Only,8,95000,0
C-0846,63,Jakarta,Sultan+,44,251000,0
C-0847,59,Makassar,Data Only,57,88000,0
C-0848,65,Surabaya,Sultan+,46,265000,0
C-0849,66,Medan,Sultan,11,164000,0
C-0850,19,Semarang,Sultan+,56,245000,0
C-0851,51,Bandung,Hemat,57,69000,0
C-0852,19,Semarang,Sultan,40,159000,0
C-0853,30,Medan,Sultan+,48,248000,0
C-0854,59,Surabaya,Sultan+,18,246000,0
C-0855,18,Bandung,Data Only,39,91000,0
C-0856,43,Bandung,Sultan,45,149000,0
C-0857,42,Semarang,Sultan,43,162000,0
C-0858,37,Bandung,Data Only,49,86000,0
C-0859,60,Surabaya,Sultan+,1,250000,1
C-0860,38,Medan,Data Only,52,95000,0
C-0861,24,Makassar,Data Only,46,99000,1
C-0862,20,Medan,Hemat,3,60000,1
C-0863,23,Semarang,Sultan,53,165000,0
C-0864,35,Jakarta,Hemat,11,50000,0
C-0865,27,Semarang,Data Only,51,97000,0
C-0866,28,Bandung,Sultan+,28,255000,0
C-0867,26,Makassar,Sultan+,44,246000,0
C-0868,44,Jakarta,Hemat,49,56000,1
C-0869,28,Bandung,Sultan+,60,259000,0
C-0870,68,Jakarta,Data Only,26,100000,0
C-0871,35,Surabaya,Sultan,3,149000,0
C-0872,33,Bandung,Sultan+,48,256000,0
C-0873,45,Makassar,Sultan,15,149000,0
C-0874,23,Medan,Data Only,53,85000,0
C-0875,39,Makassar,Hemat,39,67000,1
C-0876,26,Semarang,Sultan+,43,257000,0
C-0877,31,Semarang,Sultan,34,152000,0
C-0878,51,Makassar,Hemat,27,60000,0
C-0879,45,Jakarta,Hemat,46,58000,1
C-0880,49,Bandung,Hemat,42,56000,1
C-0881,68,Bandung,Hemat,53,66000,0
C-0882,21,Jakarta,Sultan,59,165000,0
C-0883,57,Makassar,Data Only,52,85000,0
C-0884,68,Makassar,Sultan+,18,248000,1
C-0885,59,Surabaya,Data Only,20,89000,0
C-0886,21,Bandung,Sultan+,2,245000,1
C-0887,52,Medan,Sultan+,24,263000,0
C-0888,45,Bandung,Hemat,27,69000,0
C-0889,48,Semarang,Sultan,10,160000,0
C-0890,51,Jakarta,Data Only,22,82000,0
C-0891,18,Semarang,Data Only,46,82000,0
C-0892,45,Surabaya,Data Only,2,94000,0
C-0893,33,Semarang,Sultan+,13,262000,0
C-0894,38,Bandung,Sultan+,7,253000,0
C-0895,52,Medan,Sultan+,30,250000,0
C-0896,48,Jakarta,Hemat,54,54000,0
C-0897,56,Surabaya,Hemat,26,59000,0
C-0898,34,Bandung,Sultan+,19,258000,0
C-0899,63,Medan,Sultan+,1,257000,0
C-0900,19,Makassar,Hemat,41,62000,1
C-0901,25,Jakarta,Data Only,48,98000,0
C-0902,61,Jakarta,Hemat,3,54000,0
C-0903,36,Makassar,Hemat,25,51000,0
C-0904,42,Jakarta,Sultan,40,150000,0
C-0905,35,Surabaya,Sultan+,52,257000,0
C-0906,68,Medan,Sultan+,9,258000,1
C-0907,63,Surabaya,Hemat,45,60000,0
C-0908,45,Medan,Sultan,15,163000,0
C-0909,33,Surabaya,Data Only,26,82000,0
C-0910,33,Medan,Data Only,20,80000,0
C-0911,46,Jakarta,Sultan+,12,262000,0
C-0912,46,Surabaya,Sultan,37,156000,0
C-0913,30,Medan,Data Only,16,86000,0
C-0914,53,Medan,Data Only,58,81000,0
C-0915,30,Surabaya,Data Only,50,97000,0
C-0916,60,Medan,Hemat,38,52000,1
C-0917,37,Semarang,Hemat,17,68000,0
C-0918,66,Semarang,Sultan,22,148000,0
C-0919,25,Medan,Hemat,5,54000,1
C-0920,64,Jakarta,Sultan,2,155000,1
C-0921,69,Bandung,Sultan,8,162000,0
C-0922,40,Surabaya,Sultan+,38,256000,0
C-0923,60,Surabaya,Sultan+,31,255000,0
C-0924,25,Surabaya,Hemat,15,53000,1
C-0925,48,Makassar,Hemat,56,67000,0
C-0926,67,Medan,Sultan,52,151000,0
C-0927,46,Surabaya,Sultan+,12,261000,0
C-0928,69,Surabaya,Data Only,1,85000,0
C-0929,60,Semarang,Sultan+,25,253000,0
C-0930,62,Semarang,Sultan+,32,261000,0
C-0931,70,Makassar,Data Only,18,87000,0
C-0932,25,Jakarta,Sultan,13,158000,0
C-0933,33,Jakarta,Sultan+,34,248000,0
C-0934,61,Makassar,Sultan,16,159000,0
C-0935,29,Surabaya,Sultan,24,151000,0
C-0936,55,Jakarta,Sultan,53,145000,0
C-0937,60,Makassar,Data Only,40,87000,0
C-0938,30,Medan,Sultan+,8,264000,1
C-0939,52,Bandung,Sultan+,1,250000,0
C-0940,41,Makassar,Data Only,32,91000,0
C-0941,26,Makassar,Sultan,37,150000,0
C-0942,49,Bandung,Data Only,49,85000,0
C-0943,56,Makassar,Data Only,40,99000,0
C-0944,32,Makassar,Hemat,21,58000,0
C-0945,47,Makassar,Sultan,42,155000,0
C-0946,27,Semarang,Sultan+,46,257000,0
C-0947,70,Semarang,Hemat,46,55000,0
C-0948,18,Semarang,Sultan+,38,253000,0
C-0949,54,Jakarta,Data Only,11,83000,1
C-0950,30,Semarang,Sultan,46,146000,0
C-0951,51,Makassar,Sultan+,59,256000,0
C-0952,39,Makassar,Data Only,33,90000,0
C-0953,46,Medan,Hemat,26,65000,0
C-0954,61,Makassar,Data Only,7,87000,0
C-0955,39,Jakarta,Sultan+,57,264000,0
C-0956,37,Semarang,Sultan,1,161000,0
C-0957,38,Medan,Sultan+,4,253000,1
C-0958,51,Bandung,Data Only,14,82000,0
C-0959,32,Bandung,Data Only,30,95000,0
C-0960,59,Surabaya,Data Only,9,83000,0
C-0961,18,Medan,Hemat,44,69000,0
C-0962,39,Surabaya,Data Only,13,88000,0
C-0963,26,Medan,Sultan,33,157000,0
C-0964,60,Medan,Sultan+,42,249000,0
C-0965,17,Semarang,Sultan,38,160000,0
C-0966,46,Semarang,Sultan+,18,264000,0
C-0967,69,Medan,Data Only,54,88000,0
C-0968,40,Surabaya,Sultan,2,148000,0
C-0969,59,Surabaya,Data Only,14,100000,0
C-0970,57,Jakarta,Hemat,45,64000,1
C-0971,68,Surabaya,Sultan+,39,265000,0
C-0972,42,Medan,Hemat,26,54000,0
C-0973,24,Bandung,Sultan,59,160000,0
C-0974,69,Medan,Data Only,30,89000,0
C-0975,64,Semarang,Hemat,28,54000,1
C-0976,36,Surabaya,Hemat,48,52000,0
C-0977,32,Medan,Hemat,1,56000,0
C-0978,48,Bandung,Hemat,51,63000,0
C-0979,67,Makassar,Sultan,11,155000,0
C-0980,68,Makassar,Sultan,31,152000,0
C-0981,27,Surabaya,Sultan,12,164000,0
C-0982,35,Semarang,Data Only,6,94000,0
C-0983,64,Surabaya,Sultan,32,151000,0
C-0984,66,Medan,Data Only,34,92000,0
C-0985,23,Bandung,Sultan+,48,259000,0
C-0986,34,Semarang,Sultan+,54,264000,0
C-0987,31,Medan,Hemat,14,58000,0
C-0988,19,Semarang,Hemat,27,64000,0
C-0989,44,Makassar,Data Only,30,94000,0
C-0990,22,Makassar,Hemat,59,68000,1
C-0991,25,Medan,Sultan,33,153000,0
C-0992,23,Medan,Sultan+,27,260000,1
C-0993,46,Bandung,Sultan,27,147000,0
C-0994,64,Bandung,Sultan+,54,261000,0
C-0995,43,Bandung,Hemat,7,53000,1
C-0996,42,Jakarta,Data Only,39,100000,0
C-0997,19,Medan,Sultan+,18,265000,0
C-0998,63,Makassar,Sultan+,52,263000,1
C-0999,57,Semarang,Hemat,56,60000,0
C-1000,45,Bandung,Sultan,30,146000,0
C-1001,55,Surabaya,Data Only,13,99000,0
C-1002,32,Surabaya,Data Only,1,86000,0
C-1003,38,Bandung,Hemat,37,62000,0
C-1004,53,Bandung,Sultan+,13,245000,0
C-1005,50,Bandung,Hemat,8,52000,0
C-1006,28,Semarang,Hemat,29,51000,0
C-1007,32,Surabaya,Sultan+,44,248000,0
C-1008,69,Semarang,Sultan,24,150000,0
C-1009,43,Bandung,Hemat,54,70000,0
C-1010,38,Makassar,Data Only,38,81000,0
C-1011,66,Bandung,Hemat,34,57000,1
C-1012,18,Makassar,Data Only,24,90000,0
C-1013,42,Makassar,Data Only,31,92000,0
C-1014,64,Medan,Data Only,56,98000,0
C-1015,57,Makassar,Hemat,27,53000,0
C-1016,61,Surabaya,Sultan+,14,253000,1
C-1017,42,Semarang,Sultan,10,164000,0
C-1018,63,Medan,Sultan,22,165000,0
C-1019,43,Makassar,Hemat,17,68000,0
C-1020,41,Jakarta,Data Only,9,94000,0
C-1021,68,Medan,Sultan,59,150000,0
C-1022,44,Bandung,Hemat,60,54000,0
C-1023,42,Surabaya,Sultan,29,161000,0
C-1024,48,Surabaya,Data Only,26,100000,0
C-1025,68,Semarang,Sultan,2,145000,0
C-1026,53,Jakarta,Sultan+,2,260000,0
C-1027,65,Semarang,Sultan+,31,263000,0
C-1028,28,Jakarta,Hemat,32,55000,0
C-1029,55,Surabaya,Sultan+,10,254000,0
C-1030,31,Bandung,Sultan,43,152000,0
C-1031,65,Medan,Sultan,55,146000,0
C-1032,18,Bandung,Data Only,37,87000,0
C-1033,26,Surabaya,Sultan+,12,262000,0
C-1034,50,Jakarta,Sultan,1,151000,0
C-1035,35,Makassar,Data Only,10,82000,1
C-1036,67,Medan,Data Only,21,84000,1
C-1037,45,Bandung,Sultan,13,162000,0
C-1038,64,Makassar,Sultan+,19,262000,0
C-1039,57,Medan,Sultan,19,163000,0
C-1040,18,Medan,Hemat,24,50000,0
C-1041,61,Semarang,Sultan,47,145000,0
C-1042,55,Jakarta,Sultan,17,160000,0
C-1043,41,Bandung,Data Only,31,85000,0
C-1044,20,Jakarta,Data Only,3,94000,0
C-1045,41,Semarang,Sultan,5,165000,0
C-1046,52,Surabaya,Sultan+,19,264000,0
C-1047,53,Surabaya,Sultan+,53,248000,0
C-1048,32,Jakarta,Sultan+,56,254000,0
C-1049,47,Surabaya,Data Only,42,95000,0
C-1050,22,Semarang,Hemat,7,64000,0
C-1051,17,Bandung,Sultan,9,161000,1
C-1052,25,Semarang,Data Only,6,80000,1
C-1053,47,Jakarta,Hemat,4,62000,1
C-1054,38,Bandung,Hemat,43,58000,0
C-1055,17,Semarang,Hemat,56,51000,0
C-1056,68,Makassar,Sultan,2,162000,0
C-1057,40,Makassar,Data Only,16,94000,0
C-1058,70,Makassar,Hemat,14,50000,0
C-1059,42,Bandung,Sultan,12,153000,0
C-1060,21,Surabaya,Sultan+,23,245000,0
C-1061,50,Surabaya,Hemat,22,50000,0
C-1062,38,Semarang,Sultan,29,147000,0
C-1063,29,Surabaya,Sultan+,3,263000,1
C-1064,21,Makassar,Sultan,48,156000,0
C-1065,21,Jakarta,Hemat,11,52000,0
C-1066,17,Makassar,Hemat,45,60000,1
C-1067,41,Medan,Data Only,45,91000,0
C-1068,29,Makassar,Sultan,42,147000,0
C-1069,51,Medan,Hemat,13,57000,0
C-1070,42,Makassar,Data Only,30,91000,0
C-1071,25,Jakarta,Hemat,3,57000,1
C-1072,49,Surabaya,Hemat,30,65000,0
C-1073,40,Medan,Sultan+,50,245000,0
C-1074,67,Medan,Sultan,60,148000,0
C-1075,38,Bandung,Data Only,25,82000,0
C-1076,69,Surabaya,Sultan+,14,262000,0
C-1077,57,Semarang,Sultan,45,160000,1
C-1078,60,Jakarta,Sultan+,8,256000,0
C-1079,65,Semarang,Sultan,49,159000,0
C-1080,62,Makassar,Sultan+,54,260000,0
C-1081,49,Jakarta,Sultan,48,155000,0
C-1082,62,Semarang,Hemat,57,60000,0
C-1083,46,Surabaya,Data Only,41,100000,0
C-1084,24,Semarang,Sultan,41,157000,0
C-1085,53,Surabaya,Sultan,32,149000,0
C-1086,22,Bandung,Sultan+,24,262000,0
C-1087,69,Semarang,Sultan,7,148000,0
C-1088,44,Surabaya,Sultan+,50,265000,0
C-1089,17,Medan,Sultan+,11,255000,0
C-1090,48,Medan,Sultan,5,160000,0
C-1091,62,Medan,Hemat,34,69000,0
C-1092,64,Makassar,Data Only,20,90000,0
C-1093,32,Makassar,Sultan+,7,245000,0
C-1094,42,Jakarta,Hemat,21,62000,0
C-1095,65,Jakarta,Sultan+,13,265000,0
C-1096,54,Surabaya,Data Only,12,80000,0
C-1097,35,Bandung,Hemat,34,53000,0
C-1098,23,Semarang,Hemat,6,68000,0
C-1099,20,Bandung,Data Only,19,98000,1
C-1100,44,Surabaya,Hemat,12,59000,0
C-1101,52,Jakarta,Hemat,43,68000,1
C-1102,27,Jakarta,Sultan+,7,247000,0
C-1103,20,Bandung,Hemat,51,60000,0
C-1104,27,Semarang,Sultan,53,148000,0
C-1105,19,Surabaya,Sultan+,37,263000,0
C-1106,23,Makassar,Hemat,29,62000,0
C-1107,24,Semarang,Hemat,17,65000,0
C-1108,19,Jakarta,Sultan,22,164000,0
C-1109,63,Surabaya,Sultan+,31,245000,0
C-1110,50,Semarang,Hemat,21,70000,0
C-1111,17,Semarang,Data Only,10,80000,0
C-1112,27,Medan,Sultan,37,149000,0
C-1113,19,Makassar,Hemat,13,63000,1
C-1114,54,Jakarta,Sultan,39,145000,0
C-1115,39,Medan,Sultan,44,155000,0
C-1116,21,Makassar,Sultan+,3,257000,0
C-1117,61,Surabaya,Data Only,49,96000,0
C-1118,62,Surabaya,Data Only,50,83000,0
C-1119,52,Semarang,Hemat,36,68000,0
C-1120,68,Semarang,Sultan,57,146000,0
C-1121,47,Medan,Sultan+,21,265000,0
C-1122,36,Makassar,Sultan,58,158000,0
C-1123,38,Surabaya,Sultan,19,153000,0
C-1124,24,Jakarta,Data Only,7,80000,0
C-1125,63,Semarang,Sultan+,43,259000,0
C-1126,50,Bandung,Data Only,30,99000,0
C-1127,50,Surabaya,Data Only,57,87000,0
C-1128,37,Makassar,Hemat,23,54000,0
C-1129,40,Bandung,Data Only,9,97000,0
C-1130,36,Bandung,Sultan,38,151000,0
C-1131,62,Makassar,Sultan,21,158000,0
C-1132,27,Semarang,Sultan,46,156000,0
C-1133,33,Jakarta,Hemat,20,54000,0
C-1134,34,Semarang,Sultan+,58,246000,0
C-1135,55,Medan,Sultan,27,165000,0
C-1136,67,Jakarta,Hemat,29,69000,0
C-1137,59,Semarang,Sultan+,58,248000,0
C-1138,47,Semarang,Hemat,14,64000,1
C-1139,42,Medan,Sultan,7,148000,0
C-1140,26,Semarang,Hemat,9,68000,0
