id,tanggal,kota,kategori_usaha,nominal_juta,metode,lunas
T-002821,2026-08-02,Denpasar,Pertanian,1.2,Tunai,Lunas
T-002822,2026-03-24,Bandung,Jasa,4.48,Tunai,Lunas
T-002823,2026-03-12,Denpasar,Jasa,1.33,QRIS,Lunas
T-002824,2026-01-11,Makassar,Kuliner,1.25,QRIS,Lunas
T-002825,2026-06-01,Medan,Retail,2.21,QRIS,Lunas
T-002826,2025-10-07,Bandung,Pertanian,9.29,QRIS,Lunas
T-002827,2025-08-31,Denpasar,Retail,3.56,Transfer,Lunas
T-002828,2026-06-07,Denpasar,Jasa,6.0,QRIS,Lunas
T-002829,2026-05-29,Palembang,Kuliner,8.3,QRIS,Lunas
T-002830,2026-07-01,Denpasar,Kuliner,6.6,Tunai,Belum
T-002831,2026-01-26,Semarang,Jasa,2.05,QRIS,Lunas
T-002832,2026-06-25,Surabaya,Kerajinan,2.0,Tunai,Lunas
T-002833,2026-02-08,Semarang,Kerajinan,1.46,Tunai,Lunas
T-002834,2026-01-04,Makassar,Kerajinan,2.87,QRIS,Lunas
T-002835,2025-09-14,Medan,Kerajinan,7.92,QRIS,Tempo
T-002836,2026-03-21,Surabaya,Retail,2.45,Transfer,Lunas
T-002837,2025-06-08,Palembang,Kerajinan,5.79,Tunai,Lunas
T-002838,2025-10-28,Medan,Kuliner,3.62,Transfer,Tempo
T-002839,2026-04-13,Denpasar,Jasa,3.02,Tunai,Lunas
T-002840,2025-06-12,Yogyakarta,Retail,1.67,QRIS,Lunas
T-002841,2025-12-27,Surabaya,Retail,7.82,QRIS,Lunas
T-002842,2025-10-25,Balikpapan,Retail,0.96,Transfer,Lunas
T-002843,2025-07-31,Surabaya,Retail,3.91,QRIS,Lunas
T-002844,2026-05-28,Bandung,Jasa,1.97,QRIS,Lunas
T-002845,2025-07-22,Medan,Pertanian,9.85,QRIS,Lunas
T-002846,2026-07-22,Yogyakarta,Pertanian,2.4,Transfer,Lunas
T-002847,2025-06-01,Medan,Kuliner,1.54,QRIS,Lunas
T-002848,2025-08-04,Bandung,Kerajinan,2.06,Tunai,Lunas
T-002849,2026-03-10,Bandung,Retail,1.13,Tunai,Lunas
T-002850,2026-02-27,Surabaya,Kerajinan,2.77,Tunai,Lunas
T-002851,2025-12-31,Bandung,Kuliner,2.16,QRIS,Lunas
T-002852,2026-06-27,Denpasar,Kuliner,1.19,Transfer,Lunas
T-002853,2026-05-27,Semarang,Pertanian,16.77,Transfer,Lunas
T-002854,2026-07-17,Jakarta,Kerajinan,0.53,QRIS,Tempo
T-002855,2026-03-22,Bandung,Kerajinan,2.99,QRIS,Lunas
T-002856,2025-12-22,Bandung,Kerajinan,1.47,Transfer,Lunas
T-002857,2026-07-09,Balikpapan,Retail,4.03,Tunai,Lunas
T-002858,2025-11-09,Palembang,Kuliner,5.35,Transfer,Lunas
T-002859,2026-05-11,Bandung,Kerajinan,1.53,Tunai,Lunas
T-002860,2026-02-22,Yogyakarta,Kuliner,3.02,QRIS,Lunas
T-002861,2025-09-23,Semarang,Jasa,12.13,Transfer,Tempo
T-002862,2025-11-25,Yogyakarta,Retail,2.85,Tunai,Lunas
T-002863,2025-11-08,Makassar,Pertanian,2.66,Tunai,Tempo
T-002864,2026-03-11,Semarang,Kerajinan,1.52,Tunai,Tempo
T-002865,2026-06-08,Denpasar,Retail,14.39,Transfer,Lunas
T-002866,2025-07-13,Jakarta,Kerajinan,5.6,QRIS,Lunas
T-002867,2025-06-25,Balikpapan,Retail,2.45,Tunai,Lunas
T-002868,2025-09-25,Medan,Pertanian,0.59,QRIS,Lunas
T-002869,2026-04-14,Bandung,Kerajinan,1.3,QRIS,Lunas
T-002870,2026-07-13,Jakarta,Kuliner,3.08,QRIS,Lunas
T-002871,2026-07-20,Makassar,Retail,3.69,QRIS,Lunas
T-002872,2026-04-12,Jakarta,Kerajinan,1.85,QRIS,Lunas
T-002873,2026-02-28,Jakarta,Kerajinan,1.22,Tunai,Lunas
T-002874,2025-07-09,Jakarta,Kuliner,1.23,QRIS,Tempo
T-002875,2026-05-19,Surabaya,Pertanian,15.76,QRIS,Lunas
T-002876,2026-02-11,Jakarta,Pertanian,11.66,QRIS,Lunas
T-002877,2026-07-01,Bandung,Kerajinan,2.76,Transfer,Tempo
T-002878,2025-10-06,Makassar,Retail,4.45,Transfer,Tempo
T-002879,2025-07-21,Medan,Retail,2.41,Transfer,Lunas
T-002880,2026-06-29,Surabaya,Kerajinan,10.38,Transfer,Tempo
T-002881,2025-11-06,Surabaya,Jasa,25.0,QRIS,Lunas
T-002882,2026-02-10,Denpasar,Jasa,1.31,QRIS,Lunas
T-002883,2026-04-13,Yogyakarta,Kerajinan,1.51,QRIS,Lunas
T-002884,2025-10-16,Denpasar,Jasa,0.45,Tunai,Lunas
T-002885,2025-10-03,Denpasar,Kerajinan,1.25,Transfer,Tempo
T-002886,2025-11-23,Surabaya,Kuliner,0.73,QRIS,Lunas
T-002887,2026-08-23,Jakarta,Kerajinan,1.85,QRIS,Lunas
T-002888,2025-06-25,Makassar,Retail,1.64,Transfer,Lunas
T-002889,2026-03-04,Surabaya,Kerajinan,2.4,QRIS,Lunas
T-002890,2025-11-24,Yogyakarta,Kuliner,5.71,Tunai,Lunas
T-002891,2026-02-11,Medan,Pertanian,4.93,Transfer,Lunas
T-002892,2026-08-22,Semarang,Pertanian,2.34,Transfer,Lunas
T-002893,2026-02-02,Balikpapan,Kuliner,1.31,Transfer,Lunas
T-002894,2026-06-25,Yogyakarta,Kuliner,5.5,QRIS,Lunas
T-002895,2026-08-05,Semarang,Retail,2.24,Transfer,Tempo
T-002896,2026-03-27,Makassar,Kerajinan,2.55,Transfer,Lunas
T-002897,2026-06-06,Palembang,Jasa,2.6,Tunai,Tempo
T-002898,2025-08-16,Yogyakarta,Kuliner,0.89,QRIS,Lunas
T-002899,2025-07-07,Balikpapan,Retail,3.07,Transfer,Lunas
T-002900,2026-07-04,Surabaya,Jasa,2.57,QRIS,Lunas
T-002901,2025-12-11,Bandung,Kuliner,6.88,Tunai,Tempo
T-002902,2026-07-26,Semarang,Retail,10.24,Transfer,Lunas
T-002903,2025-07-19,Surabaya,Jasa,3.23,Tunai,Lunas
T-002904,2025-07-09,Palembang,Kuliner,5.35,Transfer,Lunas
T-002905,2026-01-25,Bandung,Jasa,4.76,QRIS,Lunas
T-002906,2026-07-13,Bandung,Pertanian,2.37,QRIS,Lunas
T-002907,2025-07-09,Surabaya,Jasa,10.84,Transfer,Lunas
T-002908,2025-11-09,Surabaya,Pertanian,1.23,Transfer,Lunas
T-002909,2026-04-24,Bandung,Kerajinan,2.67,QRIS,Lunas
T-002910,2026-06-26,Makassar,Pertanian,1.2,QRIS,Lunas
T-002911,2026-06-13,Palembang,Retail,7.59,QRIS,Lunas
T-002912,2025-06-19,Bandung,Jasa,12.55,QRIS,Lunas
T-002913,2026-01-23,Denpasar,Retail,1.59,Tunai,Lunas
T-002914,2025-08-25,Denpasar,Retail,1.94,Transfer,Tempo
T-002915,2025-06-16,Jakarta,Pertanian,1.43,QRIS,Lunas
T-002916,2025-06-26,Surabaya,Pertanian,0.75,Transfer,Lunas
T-002917,2025-12-29,Makassar,Kuliner,4.54,Transfer,Lunas
T-002918,2026-07-24,Surabaya,Pertanian,0.94,QRIS,Lunas
T-002919,2025-08-06,Surabaya,Pertanian,4.09,QRIS,Tempo
T-002920,2025-10-01,Bandung,Retail,3.38,QRIS,Belum
T-002921,2026-01-15,Bandung,Kerajinan,1.35,QRIS,Belum
T-002922,2026-05-16,Yogyakarta,Kuliner,1.38,Tunai,Lunas
T-002923,2025-07-28,Medan,Jasa,0.75,QRIS,Lunas
T-002924,2025-12-24,Jakarta,Retail,1.22,Tunai,Lunas
T-002925,2026-07-06,Surabaya,Kuliner,2.59,QRIS,Lunas
T-002926,2025-09-05,Denpasar,Retail,1.89,Transfer,Lunas
T-002927,2026-05-13,Bandung,Jasa,1.49,QRIS,Lunas
T-002928,2026-05-27,Palembang,Retail,0.71,QRIS,Belum
T-002929,2026-06-22,Bandung,Kerajinan,2.86,Transfer,Lunas
T-002930,2025-09-17,Bandung,Retail,1.61,QRIS,Lunas
T-002931,2025-06-28,Makassar,Jasa,4.74,Tunai,Lunas
T-002932,2025-06-27,Balikpapan,Retail,1.61,Tunai,Lunas
T-002933,2026-07-24,Balikpapan,Kuliner,0.83,QRIS,Belum
T-002934,2026-07-03,Makassar,Pertanian,6.23,Transfer,Lunas
T-002935,2025-10-07,Semarang,Pertanian,5.06,QRIS,Lunas
T-002936,2025-07-02,Palembang,Jasa,2.16,QRIS,Tempo
T-002937,2025-08-23,Palembang,Retail,5.06,Transfer,Lunas
T-002938,2026-01-04,Makassar,Retail,0.83,Tunai,Lunas
T-002939,2025-10-20,Denpasar,Kerajinan,2.27,QRIS,Lunas
T-002940,2026-05-24,Balikpapan,Retail,1.04,Transfer,Lunas
T-002941,2025-06-01,Surabaya,Kerajinan,3.61,Transfer,Belum
T-002942,2026-03-17,Balikpapan,Pertanian,4.18,QRIS,Lunas
T-002943,2026-07-01,Makassar,Kuliner,1.32,Transfer,Lunas
T-002944,2025-06-28,Medan,Jasa,6.67,QRIS,Lunas
T-002945,2026-08-27,Medan,Pertanian,11.29,Transfer,Belum
T-002946,2025-09-04,Medan,Retail,3.01,QRIS,Lunas
T-002947,2025-12-17,Palembang,Pertanian,2.45,Transfer,Lunas
T-002948,2026-03-22,Denpasar,Kuliner,0.35,Transfer,Lunas
T-002949,2026-04-01,Surabaya,Jasa,1.1,Tunai,Lunas
T-002950,2025-08-20,Denpasar,Kerajinan,4.74,Tunai,Lunas
T-002951,2026-08-23,Medan,Kerajinan,2.02,QRIS,Lunas
T-002952,2025-08-15,Balikpapan,Retail,0.5,Tunai,Lunas
T-002953,2026-06-15,Semarang,Retail,0.67,Transfer,Tempo
T-002954,2025-10-25,Palembang,Jasa,2.43,Tunai,Lunas
T-002955,2026-03-19,Bandung,Pertanian,1.85,Transfer,Lunas
T-002956,2025-06-23,Medan,Retail,2.28,Tunai,Tempo
T-002957,2025-08-11,Semarang,Kuliner,8.13,QRIS,Belum
T-002958,2025-12-09,Balikpapan,Kerajinan,16.32,Tunai,Lunas
T-002959,2026-02-09,Surabaya,Jasa,9.95,Tunai,Lunas
T-002960,2026-06-13,Yogyakarta,Kuliner,2.79,QRIS,Lunas
T-002961,2025-08-08,Semarang,Pertanian,1.07,QRIS,Tempo
T-002962,2026-02-08,Semarang,Kerajinan,2.64,Transfer,Lunas
T-002963,2026-08-27,Yogyakarta,Jasa,1.5,Transfer,Lunas
T-002964,2026-07-21,Palembang,Pertanian,1.6,Transfer,Lunas
T-002965,2026-07-15,Yogyakarta,Retail,7.72,QRIS,Tempo
T-002966,2026-02-22,Semarang,Pertanian,1.19,Tunai,Lunas
T-002967,2026-03-20,Medan,Pertanian,3.35,Tunai,Belum
T-002968,2026-04-14,Makassar,Jasa,1.89,QRIS,Lunas
T-002969,2026-05-01,Surabaya,Kerajinan,0.86,QRIS,Lunas
T-002970,2026-06-23,Denpasar,Pertanian,4.24,Tunai,Lunas
T-002971,2026-03-24,Yogyakarta,Retail,0.78,Tunai,Lunas
T-002972,2025-10-15,Makassar,Kuliner,7.16,Transfer,Lunas
T-002973,2025-07-05,Makassar,Jasa,1.45,QRIS,Tempo
T-002974,2026-07-05,Balikpapan,Kerajinan,4.03,Transfer,Tempo
T-002975,2025-09-14,Balikpapan,Jasa,1.38,Tunai,Tempo
T-002976,2026-08-29,Surabaya,Kuliner,2.21,Tunai,Belum
T-002977,2026-08-03,Makassar,Kuliner,2.23,QRIS,Lunas
T-002978,2026-02-17,Makassar,Pertanian,3.53,QRIS,Tempo
T-002979,2025-12-19,Makassar,Retail,1.69,QRIS,Lunas
T-002980,2025-12-22,Denpasar,Kerajinan,10.31,Transfer,Lunas
T-002981,2026-05-17,Palembang,Pertanian,5.05,Transfer,Lunas
T-002982,2026-05-25,Palembang,Jasa,8.36,Tunai,Lunas
T-002983,2026-02-23,Semarang,Kerajinan,3.46,Transfer,Lunas
T-002984,2025-12-13,Makassar,Kerajinan,2.85,Transfer,Lunas
T-002985,2025-06-29,Palembang,Kuliner,3.46,Transfer,Lunas
T-002986,2026-06-20,Yogyakarta,Kerajinan,1.86,Transfer,Tempo
T-002987,2025-09-20,Semarang,Kerajinan,1.84,Tunai,Lunas
T-002988,2025-10-11,Medan,Kuliner,5.41,QRIS,Lunas
T-002989,2026-06-08,Yogyakarta,Kerajinan,0.58,Transfer,Lunas
T-002990,2025-12-28,Palembang,Kerajinan,4.51,QRIS,Tempo
T-002991,2025-06-14,Jakarta,Kuliner,1.64,Transfer,Lunas
T-002992,2026-06-30,Semarang,Pertanian,0.55,QRIS,Lunas
T-002993,2025-12-01,Jakarta,Retail,2.51,Transfer,Lunas
T-002994,2026-08-24,Makassar,Jasa,5.32,Tunai,Lunas
T-002995,2026-08-12,Palembang,Kerajinan,0.69,Tunai,Tempo
T-002996,2026-07-30,Surabaya,Pertanian,3.41,QRIS,Lunas
T-002997,2026-01-16,Makassar,Retail,2.99,QRIS,Lunas
T-002998,2026-01-02,Semarang,Jasa,5.4,Transfer,Tempo
T-002999,2025-10-02,Medan,Retail,3.89,QRIS,Tempo
T-003000,2026-08-13,Semarang,Kerajinan,1.06,Tunai,Lunas
T-003001,2026-06-27,Bandung,Kuliner,4.16,QRIS,Lunas
T-003002,2025-11-21,Makassar,Kuliner,5.86,Transfer,Tempo
T-003003,2025-07-15,Surabaya,Kerajinan,1.2,QRIS,Tempo
T-003004,2026-06-23,Medan,Kuliner,5.85,QRIS,Lunas
T-003005,2026-08-30,Makassar,Kerajinan,3.12,Tunai,Lunas
T-003006,2025-06-24,Medan,Jasa,2.01,Tunai,Lunas
T-003007,2026-01-21,Jakarta,Kerajinan,1.92,Transfer,Lunas
T-003008,2026-07-24,Medan,Jasa,4.48,QRIS,Tempo
T-003009,2025-06-17,Jakarta,Kuliner,3.61,Tunai,Lunas
T-003010,2025-06-25,Surabaya,Jasa,2.33,Tunai,Lunas
T-003011,2025-06-07,Yogyakarta,Retail,3.25,QRIS,Lunas
T-003012,2025-07-12,Surabaya,Kuliner,4.26,QRIS,Lunas
T-003013,2026-04-15,Medan,Kuliner,1.04,Tunai,Lunas
T-003014,2026-08-23,Bandung,Retail,3.6,Transfer,Lunas
T-003015,2025-06-12,Balikpapan,Kuliner,2.54,QRIS,Lunas
T-003016,2025-06-21,Medan,Retail,2.45,QRIS,Tempo
T-003017,2026-06-02,Denpasar,Kerajinan,1.79,Transfer,Lunas
T-003018,2025-06-02,Bandung,Pertanian,4.57,QRIS,Lunas
T-003019,2025-06-14,Bandung,Kuliner,4.69,Transfer,Tempo
T-003020,2026-02-25,Yogyakarta,Retail,0.25,QRIS,Tempo
T-003021,2025-06-27,Semarang,Jasa,1.05,QRIS,Lunas
T-003022,2025-11-01,Balikpapan,Pertanian,3.48,Transfer,Tempo
T-003023,2026-04-20,Jakarta,Retail,0.52,Transfer,Lunas
T-003024,2025-11-12,Semarang,Kuliner,1.92,Transfer,Lunas
T-003025,2026-01-12,Semarang,Jasa,1.4,Transfer,Lunas
T-003026,2026-06-17,Jakarta,Kuliner,6.16,Transfer,Lunas
T-003027,2025-07-11,Semarang,Pertanian,0.75,QRIS,Lunas
T-003028,2026-01-23,Bandung,Kerajinan,2.66,Transfer,Lunas
T-003029,2025-06-15,Medan,Kuliner,16.34,QRIS,Tempo
T-003030,2026-08-03,Surabaya,Pertanian,6.84,Transfer,Tempo
T-003031,2025-06-25,Yogyakarta,Pertanian,3.86,QRIS,Lunas
T-003032,2025-06-13,Surabaya,Retail,2.19,QRIS,Tempo
T-003033,2025-10-18,Denpasar,Jasa,0.93,QRIS,Lunas
T-003034,2026-01-23,Yogyakarta,Pertanian,1.72,Transfer,Lunas
T-003035,2025-06-18,Jakarta,Kuliner,0.86,Transfer,Lunas
T-003036,2025-12-19,Denpasar,Kuliner,2.04,QRIS,Lunas
T-003037,2025-07-09,Jakarta,Kerajinan,2.12,Transfer,Lunas
T-003038,2025-10-05,Yogyakarta,Kuliner,1.08,QRIS,Lunas
T-003039,2026-07-01,Semarang,Jasa,7.32,QRIS,Tempo
T-003040,2025-08-03,Jakarta,Kuliner,5.61,Tunai,Lunas
T-003041,2026-08-16,Medan,Jasa,5.8,QRIS,Tempo
T-003042,2025-11-05,Bandung,Kuliner,5.05,QRIS,Lunas
T-003043,2026-08-03,Balikpapan,Kuliner,9.67,QRIS,Lunas
T-003044,2026-05-14,Balikpapan,Jasa,3.62,Transfer,Lunas
T-003045,2025-09-30,Yogyakarta,Retail,4.34,Tunai,Lunas
T-003046,2026-05-27,Semarang,Pertanian,0.32,Tunai,Lunas
T-003047,2025-07-03,Denpasar,Kerajinan,3.84,Tunai,Lunas
T-003048,2025-11-02,Semarang,Retail,2.55,QRIS,Tempo
T-003049,2026-02-01,Bandung,Retail,5.22,Transfer,Lunas
T-003050,2025-10-06,Bandung,Kerajinan,1.0,Transfer,Lunas
T-003051,2025-07-28,Semarang,Retail,1.46,Tunai,Lunas
T-003052,2026-01-13,Yogyakarta,Retail,9.75,QRIS,Lunas
T-003053,2026-06-03,Denpasar,Kerajinan,1.03,QRIS,Lunas
T-003054,2026-04-05,Makassar,Kerajinan,2.9,Tunai,Lunas
T-003055,2026-02-08,Yogyakarta,Jasa,0.54,QRIS,Lunas
T-003056,2025-12-31,Surabaya,Kuliner,1.72,QRIS,Lunas
T-003057,2025-08-31,Semarang,Kerajinan,4.12,QRIS,Lunas
T-003058,2025-10-17,Yogyakarta,Pertanian,2.31,Tunai,Lunas
T-003059,2026-03-11,Denpasar,Kerajinan,1.19,Transfer,Tempo
T-003060,2025-09-07,Denpasar,Kuliner,0.58,Transfer,Lunas
T-003061,2025-08-05,Yogyakarta,Pertanian,2.01,Transfer,Lunas
T-003062,2026-03-10,Balikpapan,Retail,1.23,QRIS,Tempo
T-003063,2026-05-09,Bandung,Retail,1.83,QRIS,Tempo
T-003064,2026-02-26,Jakarta,Jasa,0.39,QRIS,Lunas
T-003065,2026-03-16,Palembang,Retail,1.46,Tunai,Lunas
T-003066,2025-09-11,Semarang,Kerajinan,1.49,QRIS,Lunas
T-003067,2025-06-16,Jakarta,Kerajinan,2.43,QRIS,Lunas
T-003068,2025-08-18,Medan,Jasa,0.67,QRIS,Tempo
T-003069,2025-11-03,Surabaya,Pertanian,0.35,QRIS,Lunas
T-003070,2026-08-10,Denpasar,Pertanian,5.7,Tunai,Lunas
T-003071,2025-08-28,Semarang,Kuliner,2.38,Tunai,Lunas
T-003072,2026-07-29,Surabaya,Retail,7.78,QRIS,Tempo
T-003073,2026-01-06,Makassar,Kuliner,3.8,QRIS,Lunas
T-003074,2025-06-08,Jakarta,Kerajinan,7.77,Tunai,Lunas
T-003075,2026-08-19,Jakarta,Jasa,2.59,Transfer,Lunas
T-003076,2026-04-28,Medan,Kerajinan,3.48,Transfer,Lunas
T-003077,2026-02-01,Balikpapan,Retail,0.33,QRIS,Lunas
T-003078,2026-08-06,Bandung,Kerajinan,3.18,Transfer,Lunas
T-003079,2025-07-19,Semarang,Retail,2.63,Tunai,Lunas
T-003080,2026-05-05,Makassar,Jasa,15.24,Transfer,Lunas
T-003081,2026-07-14,Bandung,Kerajinan,3.24,Transfer,Lunas
T-003082,2025-10-25,Bandung,Pertanian,2.14,QRIS,Lunas
T-003083,2025-12-03,Denpasar,Jasa,3.66,Transfer,Lunas
T-003084,2025-08-05,Semarang,Kuliner,0.96,QRIS,Lunas
T-003085,2026-06-18,Denpasar,Pertanian,5.92,Transfer,Tempo
T-003086,2026-03-09,Bandung,Kuliner,1.27,QRIS,Lunas
T-003087,2025-08-17,Bandung,Kuliner,3.81,Tunai,Lunas
T-003088,2025-12-08,Bandung,Pertanian,1.89,Tunai,Lunas
T-003089,2025-07-17,Bandung,Retail,1.72,Tunai,Lunas
T-003090,2026-06-19,Jakarta,Retail,4.99,Tunai,Lunas
T-003091,2025-06-13,Bandung,Pertanian,0.81,Transfer,Lunas
T-003092,2025-11-03,Balikpapan,Pertanian,4.82,Tunai,Lunas
T-003093,2025-09-12,Balikpapan,Kuliner,14.28,QRIS,Lunas
T-003094,2025-08-15,Medan,Pertanian,0.86,QRIS,Lunas
T-003095,2026-07-21,Makassar,Kuliner,1.18,QRIS,Lunas
T-003096,2025-08-26,Semarang,Kuliner,0.98,QRIS,Lunas
T-003097,2026-02-24,Bandung,Kuliner,3.83,QRIS,Lunas
T-003098,2026-02-24,Makassar,Jasa,3.5,Transfer,Lunas
T-003099,2026-06-04,Medan,Kuliner,0.82,Transfer,Lunas
T-003100,2025-08-02,Balikpapan,Pertanian,0.81,Transfer,Tempo
T-003101,2025-09-16,Yogyakarta,Jasa,1.67,QRIS,Tempo
T-003102,2026-07-12,Jakarta,Jasa,0.84,QRIS,Lunas
T-003103,2025-08-19,Yogyakarta,Kuliner,1.19,Tunai,Lunas
T-003104,2026-05-29,Bandung,Pertanian,5.55,QRIS,Lunas
T-003105,2026-07-06,Denpasar,Kuliner,12.81,Tunai,Lunas
T-003106,2026-07-16,Palembang,Pertanian,1.29,QRIS,Lunas
T-003107,2025-09-07,Medan,Kerajinan,1.62,QRIS,Lunas
T-003108,2025-10-27,Makassar,Kerajinan,8.57,Transfer,Lunas
T-003109,2025-09-24,Surabaya,Pertanian,1.71,QRIS,Lunas
T-003110,2025-12-12,Balikpapan,Pertanian,0.67,Transfer,Lunas
T-003111,2025-12-31,Jakarta,Kerajinan,0.53,QRIS,Tempo
T-003112,2025-09-16,Palembang,Pertanian,4.72,Transfer,Lunas
T-003113,2026-06-08,Semarang,Jasa,1.82,Transfer,Tempo
T-003114,2026-05-25,Yogyakarta,Kuliner,3.1,Transfer,Belum
T-003115,2025-07-16,Palembang,Kerajinan,2.21,QRIS,Lunas
T-003116,2026-05-24,Balikpapan,Kerajinan,5.29,Transfer,Lunas
T-003117,2026-02-10,Balikpapan,Kuliner,6.42,Transfer,Lunas
T-003118,2025-07-27,Balikpapan,Kerajinan,1.43,QRIS,Lunas
T-003119,2026-07-09,Balikpapan,Pertanian,2.26,Transfer,Lunas
T-003120,2026-04-29,Medan,Kuliner,17.42,QRIS,Lunas
T-003121,2025-08-27,Makassar,Kuliner,2.24,QRIS,Lunas
T-003122,2025-11-10,Balikpapan,Jasa,0.46,QRIS,Lunas
T-003123,2026-03-09,Denpasar,Kerajinan,3.99,Tunai,Lunas
T-003124,2025-09-12,Semarang,Pertanian,7.27,Tunai,Tempo
T-003125,2025-06-15,Palembang,Jasa,0.58,Transfer,Lunas
T-003126,2026-06-25,Semarang,Retail,2.55,QRIS,Tempo
T-003127,2026-06-19,Semarang,Pertanian,0.31,QRIS,Lunas
T-003128,2025-08-10,Palembang,Pertanian,1.61,QRIS,Tempo
T-003129,2026-01-09,Medan,Jasa,0.56,Transfer,Lunas
T-003130,2026-01-31,Surabaya,Pertanian,3.21,Tunai,Lunas
T-003131,2026-03-25,Denpasar,Jasa,1.04,Transfer,Belum
T-003132,2025-08-25,Medan,Retail,0.9,Transfer,Lunas
T-003133,2026-05-03,Medan,Kerajinan,0.73,Transfer,Lunas
T-003134,2026-04-09,Palembang,Kuliner,3.26,QRIS,Belum
T-003135,2026-06-12,Balikpapan,Kuliner,3.67,Tunai,Lunas
T-003136,2026-03-07,Balikpapan,Pertanian,11.2,Transfer,Lunas
T-003137,2025-07-03,Balikpapan,Retail,20.31,Transfer,Lunas
T-003138,2026-06-06,Surabaya,Kerajinan,2.28,Tunai,Belum
T-003139,2025-07-25,Bandung,Pertanian,2.19,Transfer,Lunas
T-003140,2026-08-07,Jakarta,Jasa,3.32,QRIS,Tempo
T-003141,2026-08-01,Semarang,Retail,2.51,Transfer,Lunas
T-003142,2025-11-27,Bandung,Kerajinan,2.07,QRIS,Tempo
T-003143,2025-08-31,Jakarta,Kuliner,2.52,Transfer,Lunas
T-003144,2025-09-13,Surabaya,Retail,1.25,Transfer,Lunas
T-003145,2026-08-14,Medan,Jasa,2.77,Tunai,Lunas
T-003146,2025-09-26,Bandung,Retail,2.62,Transfer,Lunas
T-003147,2026-03-21,Palembang,Kerajinan,0.39,QRIS,Tempo
T-003148,2026-03-21,Semarang,Kerajinan,3.36,QRIS,Tempo
T-003149,2026-06-22,Palembang,Kuliner,2.1,Transfer,Lunas
T-003150,2026-05-16,Yogyakarta,Retail,1.36,Tunai,Lunas
T-003151,2026-03-02,Jakarta,Kerajinan,0.75,Transfer,Lunas
T-003152,2025-06-19,Jakarta,Retail,6.77,QRIS,Lunas
T-003153,2026-02-18,Medan,Jasa,3.11,Transfer,Lunas
T-003154,2026-05-14,Balikpapan,Pertanian,0.4,Transfer,Lunas
T-003155,2025-06-21,Palembang,Jasa,4.6,QRIS,Lunas
T-003156,2025-12-08,Semarang,Kuliner,4.33,QRIS,Lunas
T-003157,2026-04-11,Jakarta,Kerajinan,10.99,Transfer,Lunas
T-003158,2026-04-28,Surabaya,Pertanian,5.62,QRIS,Lunas
T-003159,2025-10-29,Denpasar,Retail,0.69,Transfer,Lunas
T-003160,2025-12-16,Yogyakarta,Kerajinan,0.43,Transfer,Tempo
T-003161,2026-04-18,Medan,Retail,0.52,QRIS,Lunas
T-003162,2025-06-30,Balikpapan,Pertanian,2.93,QRIS,Lunas
T-003163,2025-11-15,Surabaya,Retail,5.0,Tunai,Lunas
T-003164,2026-06-18,Semarang,Kerajinan,3.71,QRIS,Lunas
T-003165,2026-02-09,Yogyakarta,Kerajinan,1.7,QRIS,Lunas
T-003166,2026-05-15,Jakarta,Kerajinan,7.04,Tunai,Lunas
T-003167,2025-12-02,Jakarta,Kuliner,3.16,QRIS,Lunas
T-003168,2025-08-21,Yogyakarta,Kerajinan,1.82,QRIS,Lunas
T-003169,2025-06-10,Medan,Retail,5.76,QRIS,Lunas
T-003170,2026-03-30,Makassar,Kuliner,5.81,QRIS,Tempo
T-003171,2025-11-09,Yogyakarta,Kuliner,1.09,Transfer,Lunas
T-003172,2026-03-12,Yogyakarta,Retail,1.22,Transfer,Lunas
T-003173,2026-02-20,Makassar,Kerajinan,2.22,QRIS,Lunas
T-003174,2026-07-08,Makassar,Retail,0.65,Transfer,Lunas
T-003175,2025-11-17,Bandung,Jasa,5.45,QRIS,Lunas
T-003176,2026-05-10,Makassar,Retail,2.34,QRIS,Tempo
T-003177,2026-06-13,Bandung,Pertanian,2.4,Tunai,Tempo
T-003178,2026-03-12,Jakarta,Retail,5.26,Tunai,Lunas
T-003179,2025-06-20,Palembang,Jasa,1.01,QRIS,Lunas
T-003180,2025-11-16,Medan,Retail,3.21,QRIS,Lunas
T-003181,2025-12-24,Semarang,Kuliner,0.82,QRIS,Lunas
T-003182,2025-11-01,Medan,Kerajinan,9.0,QRIS,Lunas
T-003183,2025-12-14,Balikpapan,Kuliner,2.41,QRIS,Lunas
T-003184,2025-10-12,Surabaya,Kuliner,0.33,QRIS,Tempo
T-003185,2026-01-10,Yogyakarta,Jasa,1.87,QRIS,Lunas
T-003186,2026-07-24,Surabaya,Retail,1.54,Tunai,Lunas
T-003187,2025-08-12,Palembang,Retail,1.31,Tunai,Lunas
T-003188,2025-08-13,Bandung,Retail,3.75,Tunai,Lunas
T-003189,2025-12-30,Bandung,Jasa,1.42,QRIS,Lunas
T-003190,2026-07-16,Semarang,Pertanian,0.57,QRIS,Tempo
T-003191,2025-07-31,Yogyakarta,Jasa,4.27,QRIS,Lunas
T-003192,2026-06-25,Palembang,Kuliner,2.6,QRIS,Lunas
T-003193,2025-06-26,Balikpapan,Retail,1.54,Tunai,Lunas
T-003194,2026-08-05,Bandung,Kuliner,9.29,Tunai,Lunas
T-003195,2025-06-24,Jakarta,Kuliner,5.41,QRIS,Tempo
